报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),39038,36294,53214,61608,49919,65026,174853,41311,40891,44133,76698,70313,20155,16076,14652,24174,24396,20584,19604,20009,20263,22308,17171,21078,21290,24475,19270,21494,23176,26246,28787,31442,34051,37509,37318,38095,41732,48050,2847,1333,1673,1273,1325,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,2298,6018,--,--,1202,458,5059,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,0,0,0,10,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
应收票据(万元),15257,17336,10650,7274,6220,6449,11249,9278,7108,7415,4593,4521,6654,8140,6808,5722,5789,10029,7410,7476,8589,9320,9049,8065,13783,10879,10826,10528,8683,7213,1295,2663,2468,3749,1948,2044,1342,1384,1068,865,693,447,167,
应收账款(万元),46268,44576,44091,46544,39586,37462,47452,39481,38999,40339,41229,43680,40784,24477,25528,23607,25377,25065,25885,24970,24991,25395,24595,23438,23317,21207,21542,18385,16403,15166,15459,15754,12686,10374,12091,11091,9689,7757,7235,7407,5976,3829,2616,
预付款项(万元),11655,11388,11905,9405,10552,7048,7260,7973,8899,6574,6735,7419,8346,1345,1642,1007,1505,876,1042,2227,1385,880,2439,1716,899,1553,3508,3239,2843,3169,4729,1888,1610,1544,2719,3102,2091,645,37,316,1051,323,19,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,0,0,0,0,
