报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),18035,30936,12825,17968,30716,35871,18097,12882,13493,32940,39323,29933,33136,7544,3554,8124,4721,7776,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),200,--,--,--,--,--,10,2132,--,--,100,310,--,--,--,--,270,115,
应收账款(万元),130400,125466,74867,57167,39344,42390,44524,44765,38476,40008,39407,38552,38764,31956,31624,22803,13148,7071,
预付款项(万元),31288,24634,40174,50947,46583,38989,36272,26512,27561,12329,17194,19631,8812,9897,8776,7287,2594,5635,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),4874,5541,7094,6587,5516,5591,5192,15472,694,144,398,266,337,334,451,471,463,1,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),120554,112410,135504,112592,106779,83300,84143,57839,64620,60912,41317,32740,39222,39689,35149,24864,23190,6604,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2920,5229,2597,3506,2633,3258,869,648,914,259,1022,148,640,493,620,--,--,--,
流动资产合计(万元),308270,304215,273062,248765,231571,209399,189106,160250,145758,146593,138762,121579,120911,89912,80175,63550,44387,27201,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),10414,7014,5484,837,837,727,294,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2010,2076,1666,907,905,890,872,508,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,3193,--,1985,--,1291,--,1127,--,1252,--,1146,--,1039,--,1098,--,--,
累计折旧(万元),--,860,--,703,--,544,--,450,--,553,--,666,--,618,--,645,--,--,
固定资产净值(万元),--,2333,--,1282,--,747,--,677,--,699,--,479,--,420,--,453,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),2231,2333,1245,1280,1304,747,653,677,643,699,474,479,407,420,433,453,360,401,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,32,30,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),93,77,40658,40664,40661,40668,40676,40684,57,62,44,48,51,19,23,26,33,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),1456,1456,1456,1456,1445,0,--,--,--,--,62,62,62,62,62,62,62,62,
长期待摊费用(万元),1815,1776,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),5990,6130,1247,1250,1071,962,578,704,479,535,522,826,662,668,170,170,97,31,
其他非流动资产(万元),1300,1332,--,337,337,100,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),25310,22194,51755,46730,46559,44094,43072,42573,1179,1295,1134,1444,1182,1169,688,711,551,494,
资产总计(万元),333579,326410,324816,295495,278130,253493,232178,202823,146938,147888,139896,123023,122093,91081,80863,64261,44938,27695,
短期借款(万元),53820,57000,55450,59450,62996,46931,24864,42577,30000,28408,28008,15308,14884,22440,17918,11910,7000,3800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),7998,11980,6989,6089,6519,5543,6211,954,1000,3880,927,764,944,1369,371,130,2630,665,
预收账款(万元),50466,38007,72748,42074,27721,23655,44633,10842,14924,12848,11895,10251,7154,9182,10126,6162,6712,6179,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),723,463,544,580,463,355,320,309,222,178,144,128,87,104,92,87,66,69,
应交税费(万元),11358,9314,2680,2065,243,452,879,1411,892,1372,-146,2364,2468,3397,867,2587,1321,1677,
应付利息(万元),230,184,128,163,150,135,53,63,304,57,52,36,57,73,34,80,19,9,
应付股利(万元),--,--,--,1800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),48014,57986,10321,12814,15531,12630,13739,12324,9681,10048,10901,9772,10565,12641,20912,15020,7309,1085,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),26000,28000,39410,38789,7788,8095,9337,8855,--,2000,2000,2000,1400,1400,1700,500,--,--,
其他流动负债(万元),--,--,--,--,--,--,9,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),198609,202934,188268,163823,121412,97796,100044,77335,57023,58791,53781,40622,37558,50607,52019,36476,25057,13485,
长期借款(万元),--,--,4510,4510,23490,23490,8500,7000,--,--,--,--,4550,5400,--,1400,--,--,
应付债券(万元),9832,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,15034,15959,26607,26542,24851,24685,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,59,59,59,59,--,--,--,--,
长期递延收益(万元),163,163,163,163,163,163,221,221,221,221,221,287,287,287,--,230,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,230,--,--,--,
非流动负债合计(万元),9995,163,19708,20632,50260,50195,33572,31906,221,221,280,346,4896,5746,230,1630,0,0,
负债合计(万元),208604,203097,207976,184455,171671,147992,133616,109241,57244,59011,54061,40969,42455,56353,52249,38105,25057,13485,
实收资本(或股本)(万元),40000,40000,40000,40000,40000,40000,16000,16000,16000,16000,8000,8000,8000,6000,6000,6000,6000,6000,
资本公积(万元),11013,11013,11013,11013,11013,11013,35013,35013,35013,35013,42999,42999,42977,3115,3115,3115,3175,3175,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3285,3285,3285,3285,3285,3285,3017,3017,3017,3017,2072,2072,2072,2072,1298,1298,768,326,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),69036,66594,59520,53342,50047,49135,42365,37157,33621,32771,30683,28887,26492,23441,18099,15637,9777,4566,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),123146,120798,113761,107624,104391,103489,96459,91184,87651,86801,83753,81958,79541,34629,28513,26051,19721,14067,
少数股东权益(万元),1829,2515,3079,3416,2068,2012,2102,2399,2042,2076,2082,97,98,99,102,106,161,143,
所有者权益(或股东权益)合计(万元),124975,123312,116840,111040,106459,105502,98562,93582,89694,88877,85835,82054,79638,34728,28614,26156,19881,14210,
负债和所有者权益(或股东权益)总计(万元),333579,326410,324816,295495,278130,253493,232178,202823,146938,147888,139896,123023,122093,91081,80863,64261,44938,27695,		
  
