报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),11771,13324,15302,12670,14033,10515,12891,15115,10180,13301,24887,30566,10846,11761,7647,13811,9756,7019,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),41,81,60,150,90,--,--,10,10,113,97,--,120,122,5,381,36,--,
应收账款(万元),5206,5634,6603,6417,6085,5987,6623,6306,6320,6384,6186,6326,6132,5708,6038,4988,4360,2555,
预付款项(万元),2335,1720,3105,2422,2258,1793,1302,1224,796,773,1081,797,769,623,678,663,433,821,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),239,110,91,108,89,91,103,161,78,63,78,63,82,61,85,43,42,58,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6911,7016,7323,7852,7975,7311,6774,5888,5362,4776,4783,4195,3919,3605,3667,2372,1995,1763,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2034,3471,1092,4162,1338,6316,5180,5762,16509,15483,4720,--,--,--,--,--,--,--,
流动资产合计(万元),28537,32135,33575,33780,31868,32012,32873,34465,39253,40894,41831,41946,21870,21881,18119,22257,16621,12215,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2145,1645,1625,1625,1625,1625,1625,1125,1125,650,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),121,107,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,14417,--,13592,--,8750,--,7845,--,7675,--,7185,--,7022,7014,6349,6289,599,
累计折旧(万元),--,2277,--,1911,--,1610,--,1390,--,1192,--,1045,--,874,790,555,342,263,
固定资产净值(万元),--,12140,--,11681,--,7139,--,6455,--,6483,--,6140,--,6148,6224,5794,5947,336,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),12865,12140,11860,11671,11480,7139,6847,6455,6400,6483,6163,6140,6112,6148,6224,5794,5947,336,
在建工程(万元),6931,6898,5962,4933,3608,7173,5193,4909,564,398,181,144,158,109,1,417,--,4873,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2537,2395,2414,2417,2427,2438,2457,2475,2493,2511,2514,2396,2413,2430,2447,624,632,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),2994,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),50,18,152,119,33,17,19,21,24,26,--,--,--,--,--,3,15,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1549,1626,1012,958,887,804,617,560,579,533,403,375,351,324,323,269,124,38,
其他非流动资产(万元),743,508,755,958,840,677,1928,1021,829,520,--,135,135,135,178,--,--,--,
非流动资产合计(万元),29936,25338,23825,22680,20901,19873,18685,16566,12014,11122,9261,9190,9168,9146,9172,7107,6718,5247,
资产总计(万元),58473,57472,57401,56460,52769,51885,51558,51032,51267,52015,51092,51136,31038,31026,27291,29364,23340,17463,
短期借款(万元),1340,1093,700,700,227,27,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),4079,3931,3407,2828,1908,2160,1818,1880,1815,2516,2366,2451,2433,2718,2133,2872,1804,1164,
预收账款(万元),7700,7769,6731,6115,6696,5469,5607,5323,5038,4847,5192,5676,5484,4982,4466,4513,3629,2384,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),391,378,375,356,324,309,300,303,280,305,276,218,178,188,181,155,118,86,
应交税费(万元),65,140,177,118,157,155,163,37,74,289,64,149,74,636,148,571,457,86,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2074,1762,143,141,147,117,108,384,91,97,103,35,15,24,33,6,16,1,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),75,75,75,75,75,75,75,75,73,73,73,73,55,73,73,40,--,--,
流动负债合计(万元),15723,15207,11607,10332,9535,8313,8070,8002,7371,8126,8075,8602,8239,8622,7033,8158,6025,3719,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),38,38,38,38,38,38,38,38,38,38,--,--,--,--,--,--,38,38,
长期递延收益(万元),582,523,370,389,408,426,445,464,485,503,522,540,556,556,--,654,241,--,
递延所得税负债(万元),288,270,225,207,124,124,112,95,89,80,62,54,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,575,--,--,--,
非流动负债合计(万元),908,830,633,634,570,588,595,596,612,621,584,594,556,556,575,654,279,38,
负债合计(万元),16631,16037,12240,10966,10104,8901,8665,8598,7982,8747,8659,9196,8796,9178,7608,8812,6304,3757,
实收资本(或股本)(万元),13427,13427,13427,13427,13334,13334,13334,13334,13334,13334,6667,6667,5000,5000,5000,5000,5000,5000,
资本公积(万元),17465,17443,17382,17382,15867,15867,15867,15867,15867,15867,22534,22534,5348,5348,5348,5348,5348,5348,
减:库存股(万元),1608,1608,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1717,1716,1716,1716,1716,1716,1390,1390,1390,1390,1108,1108,1108,1108,793,793,471,221,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),9812,9444,11630,11939,11600,11893,12302,11843,12694,12678,12124,11630,10786,10392,8543,9412,6217,3136,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),40814,40423,44155,44464,42517,42810,42893,42434,43285,43268,42433,41940,22242,21848,19683,20552,17036,13705,
少数股东权益(万元),1028,1012,1005,1030,147,174,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),41842,41435,45161,45494,42665,42984,42893,42434,43285,43268,42433,41940,22242,21848,19683,20552,17036,13705,
负债和所有者权益(或股东权益)总计(万元),58473,57472,57401,56460,52769,51885,51558,51032,51267,52015,51092,51136,31038,31026,27291,29364,23340,17463,		
  
