报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),61488,70173,68293,60798,55425,76020,44589,39043,41349,42270,40497,38191,33801,37533,38844,34546,39844,31536,35170,33489,37186,39045,44135,40773,40302,44767,45805,48068,59398,10644,15555,11094,13612,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),5394,7626,9365,13931,16324,11889,7464,3830,7391,7963,6679,5649,4962,4898,3347,2656,3465,5146,6090,5255,5184,4410,2718,2937,4073,1829,2569,3249,3295,3077,3140,2214,5895,
应收账款(万元),64515,66761,61597,43236,44406,43238,39152,34403,31354,32378,33464,30115,28965,25160,26508,24732,25242,27708,27676,26240,24969,28138,26449,22681,24220,22655,21309,20576,19233,19515,18981,16214,10023,
预付款项(万元),7402,5813,5337,7473,6948,11847,5411,5867,1892,1256,2222,1442,1018,1470,1419,1489,3882,3903,808,2246,2119,3710,3355,3894,3510,4402,3514,5117,4893,3512,3322,1355,1296,
应收保费(万元),--,--,--,--,--,--,--,--,--,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
