报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),52270,49910,35502,26981,32273,33158,23161,21317,24486,28734,11812,12958,14563,11667,19062,25359,22173,27570,26653,27569,37379,35787,38081,39806,48318,46739,49470,53012,60719,66634,68136,73229,71494,73604,73759,21216,24569,27219,25214,41270,22286,6538,4276,4900,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,265,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
应收票据(万元),37574,34457,27487,34782,34622,23075,28642,25785,15024,15658,11121,13431,16240,20043,11818,16925,20855,14518,9458,9782,8751,20317,13700,7366,4253,10204,4868,6847,3298,6218,8049,6127,2441,1396,573,1361,615,664,618,382,575,1508,990,2700,
应收账款(万元),177926,163493,58201,54591,58494,76111,56383,66201,75389,74327,71846,70561,73154,75526,78055,75378,66466,76774,75925,68113,57399,55314,51984,47349,46381,42878,31639,30464,28630,30337,24137,22982,24211,22387,23360,17808,14124,15378,12074,12727,12868,12630,9347,6880,
预付款项(万元),73812,63885,12989,7829,9248,6805,9638,10527,9307,6996,12091,15612,16781,17228,20996,22899,32412,14539,19190,17753,13190,7019,16197,14603,9897,8110,15258,11338,12286,7085,14476,6759,6412,5490,6652,4950,7623,6953,10767,10552,6626,3353,6309,1219,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
应收利息(万元),--,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,9,
其他应收款(万元),4214,4396,1932,2684,2126,1958,2956,3658,3432,3694,4706,4696,4179,3643,3840,3159,3597,3181,5484,3794,3849,2691,2633,2727,2523,2139,2610,2259,3130,2408,2267,1559,1331,1046,2967,921,1587,921,1086,655,743,863,2388,1971,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
存货(万元),124136,102074,73902,74705,66984,64254,70170,69107,66310,66233,77770,91207,98812,100270,107091,93516,74285,64307,64263,57342,53318,53715,51420,54079,51594,53208,60539,57266,55911,55996,50378,49408,51708,58677,53692,60209,62475,61265,46426,36700,24749,20995,20029,17417,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,26100,22050,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
其他流动资产(万元),15867,14921,411,1009,14074,14695,10704,14268,13368,20402,18011,2319,2721,2748,--,--,900,900,1100,1100,1100,1100,55,85,25,500,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
流动资产合计(万元),485798,433163,236524,224631,217820,220056,201654,210863,207317,216045,207356,210783,226450,231124,240861,237235,220689,201790,202072,185453,174986,175943,174071,166014,162992,163777,164385,161186,163973,168679,167443,160063,157597,162601,161002,106465,110992,112400,96184,102287,67848,45887,43338,35361,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
