报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),287911,384527,383038,257669,216743,175980,128292,113190,146042,202918,117336,121293,132720,82891,74900,74742,74568,77157,68196,46195,52455,65396,56865,54052,58983,66954,70896,84035,94339,105771,10785,4787,4690,8036,1228,1735,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收票据(万元),3148,3232,2661,1866,2307,422,360,2430,2580,1023,2904,1994,2262,2286,50,50,201,514,511,--,--,704,704,--,--,200,--,--,--,--,0,0,--,0,0,0,
应收账款(万元),86812,82032,100912,78113,67956,50688,75254,43652,39084,27800,24988,18206,13326,16061,14002,11484,7581,8322,11140,7171,5949,4800,6848,7169,4976,4537,8557,5673,4978,2296,2175,1223,1422,1597,959,451,
预付款项(万元),11457,7027,8254,9173,8482,4716,3171,7360,3042,5696,1133,3277,1438,3538,1304,1023,2397,1236,260,5107,3930,2323,1427,6259,1034,2047,843,6798,1491,1352,658,551,498,317,668,725,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收利息(万元),1195,973,835,649,546,690,622,404,316,210,168,171,527,354,302,69,57,154,163,268,197,466,472,459,344,1726,1300,954,592,--,0,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他应收款(万元),47346,58959,57254,69832,63578,46983,34205,39537,23876,24313,6550,12349,9034,9474,7431,8758,12914,12841,9160,8332,7280,7157,7103,7709,5074,4953,6433,5978,5265,3476,2237,2513,2247,2225,585,912,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
