报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),359497,282847,264355,289023,296187,250703,273571,298252,397753,281176,195590,208592,218433,232138,290963,150973,133346,111840,154866,119778,147571,150523,115975,122103,142496,126068,134357,127531,143809,134213,82456,87360,86500,111798,178903,21980,34502,33022,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,30372,30309,--,--,--,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),56429,87077,82209,111215,151867,101436,96435,81661,86240,100369,82410,77137,60568,64339,51644,34658,19171,25522,18149,14134,7141,14760,9770,6837,7057,5767,5303,9322,9622,10325,7294,4216,793,3188,3285,2214,3861,3356,
应收账款(万元),82856,69516,79337,92164,73105,68875,72241,81048,77079,75731,78226,70604,68038,49895,44958,37809,36271,31972,25887,23440,14030,25932,20732,17771,13304,13817,13224,11581,7453,10200,10781,9917,7154,7131,8409,5006,6487,3924,
预付款项(万元),34434,45995,17153,23458,20807,8830,6113,9132,2688,19639,27074,9558,7568,5430,8273,5564,16273,46793,29590,25236,27839,30809,22714,22215,14967,33385,26045,25443,13826,22548,9785,12620,3884,13564,10202,19633,5249,19968,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,236,--,0,0,0,--,
应收股利(万元),--,--,--,--,--,2400,2400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
其他应收款(万元),--,8049,6183,10269,6207,7833,7193,5343,5108,5466,6307,8190,10208,13066,22295,24726,10814,52584,41888,43724,44513,43970,35765,27064,8656,13677,6284,2105,1527,1652,744,909,693,762,742,786,988,3483,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
存货(万元),52931,49294,67891,39287,19872,24994,14833,10480,23387,36622,60741,39019,37026,29183,37087,27506,48306,27328,35915,37214,34879,23082,32735,17405,17710,6228,14745,7017,11265,1263,8422,1293,774,6689,10678,8810,640,2486,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,444,444,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
其他流动资产(万元),23431,22759,20915,18239,16574,2616,4564,4626,6013,1666,1555,864,2373,1561,4381,8902,11777,10728,5840,6463,15341,--,--,--,3721,--,--,64,25,46,67,10,43,52,78,45,37,70,
流动资产合计(万元),614579,595910,568351,583653,584620,467687,477378,490543,598267,520669,451904,413964,404215,395612,459600,290582,276403,306767,312134,269990,291313,289076,237692,213395,207911,198943,199958,183062,187527,180247,119549,116325,100078,143185,212297,58473,51764,66309,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),23778,55410,55410,55410,55410,55410,55410,55410,55410,23778,23778,23778,23778,23778,23778,22478,22478,22478,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,4,4,4,4,4,7,8,10,497,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
长期股权投资(万元),202434,165198,154535,155018,147371,150128,148705,143682,139375,18514,18395,18377,18329,18526,18408,18287,18227,18139,40794,35039,34951,35167,34869,39433,34863,34765,34742,34758,34702,28903,28844,19266,19180,19416,16360,16418,15217,13158,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
固定资产原值(万元),1616836,--,1612097,--,1552792,--,1409267,--,1390895,--,1357039,--,1349263,--,1344050,--,1016769,--,938014,--,969194,--,950668,--,906867,--,846221,--,769403,--,428531,--,408220,--,393624,359749,294159,--,
累计折旧(万元),470034,--,432267,--,409341,--,365152,--,332384,--,300427,--,268717,--,236108,--,228839,--,205293,--,206801,--,182201,--,159691,--,138148,--,118284,--,103632,--,93821,--,81570,69858,50135,--,
固定资产净值(万元),1146802,--,1179830,--,1143450,--,1044115,--,1058511,--,1056612,--,1080546,--,1107941,--,787929,--,732720,--,762393,--,768467,--,747176,--,708072,--,651118,--,324899,--,314399,--,312054,289891,244024,--,
固定资产减值准备(万元),536,--,536,--,540,--,540,--,540,--,540,--,540,--,540,--,5170,--,542,--,542,--,542,--,542,--,908,--,908,--,908,--,908,--,908,908,46,--,
