报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),13630,20129,13506,12316,12240,16961,14347,15923,19691,39891,17573,16134,14928,18201,10264,9881,9190,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),35,--,--,--,9,--,25,29,23,23,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),9574,2534,411,535,141,211,298,1159,505,68,--,358,81,244,272,248,63,
应收账款(万元),56577,56676,31599,30049,29207,28102,25227,22776,22045,20552,19934,19486,18407,17562,15214,13523,9371,
预付款项(万元),9162,4146,2711,2055,2476,1561,2229,1899,2634,2885,3805,3671,3919,3177,720,540,1810,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3388,4338,2145,2945,2731,1325,1736,1453,1458,1285,1619,1349,1511,1066,874,758,633,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),24497,25278,8777,8329,10111,9823,14932,16621,17509,17897,17951,17725,15730,13352,6947,6489,7169,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),935,971,809,2621,3800,4008,11500,11500,14000,--,--,--,--,0,--,--,--,
流动资产合计(万元),117797,114071,59965,58849,60715,61992,70294,71360,77864,82601,60883,58722,54576,53602,34291,31440,28236,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2200,2200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
