报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),11543,4929,7612,5936,6473,9391,4452,13146,11607,14177,16280,21595,10429,6073,9157,11131,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7211,9917,7319,5683,4842,6458,4429,3281,2357,2157,2179,3488,4143,3628,3263,2352,
应收账款(万元),11074,9202,11320,12910,15002,12324,13623,13450,14734,13641,12888,11481,7763,5899,5572,3212,
预付款项(万元),112,48,603,102,7,8,1025,11,14,97,12,18,27,68,224,6991,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,65,29,61,14,35,6,47,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,76,--,--,--,--,--,--,--,--,
其他应收款(万元),1235,1249,1760,1707,1676,1762,449,304,478,321,306,320,610,417,334,275,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8828,8892,9824,10485,11005,12037,10169,10455,11258,10512,10123,10669,11589,14729,14501,15824,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1062,8001,7079,8048,8055,8388,8058,6035,4509,6039,--,--,--,--,--,--,
流动资产合计(万元),41064,42238,45518,44936,47090,50429,42218,46793,44962,46990,41789,47571,34561,30814,33052,39785,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),844,844,844,699,449,496,296,300,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),6553,6489,7417,7509,7733,7696,8059,8144,8107,8029,8005,7995,8037,8558,4394,2749,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,46736,--,46831,--,46302,--,45148,--,45098,--,39238,37742,21633,--,--,
累计折旧(万元),--,8914,--,7517,--,6089,--,4717,--,3352,--,2150,994,10575,--,--,
固定资产净值(万元),--,37822,--,39315,--,40213,--,40430,--,41746,--,37088,36748,11059,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),37173,37822,38651,39315,39535,40213,39804,40430,41064,41746,41928,37088,36748,11059,23885,15682,
在建工程(万元),778,585,388,334,690,7,974,950,955,798,971,439,307,21792,18108,20880,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,9219,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3406,3425,3444,3463,3482,3501,3520,3539,3557,3576,3595,3614,3652,4952,7156,3349,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),72,73,74,75,76,77,78,79,80,81,82,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),0,0,4271,4338,4432,4470,3464,3501,2808,2844,2086,2113,471,133,278,108,
其他非流动资产(万元),81,155,94,14,42,85,15,15,15,15,--,123,74,245,486,--,
非流动资产合计(万元),48908,49394,55183,55746,56439,56545,56209,56957,56586,57090,56669,51373,58508,46738,54307,42768,
