报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),30861,32572,34529,28627,24413,29129,23938,38056,27948,39718,22542,29115,28492,36438,22878,14339,13766,19119,27522,27512,32120,39183,37346,42151,6994,8784,2449,6135,7744,7179,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),6754,6292,5963,3421,2117,2345,1980,2463,3690,1098,1442,1853,498,1123,875,456,24,44,289,--,--,--,15,--,0,--,20,--,--,--,
应收账款(万元),27069,26301,28852,22172,17276,21778,19285,18597,25018,23428,16809,15746,15060,12945,14913,12638,14709,12475,11199,9994,13672,9869,15381,11647,10556,10837,11222,8247,8332,6141,
预付款项(万元),9076,5178,3627,16996,13529,6252,6367,13777,9662,7232,6317,12356,10737,8905,5416,10748,6821,5196,5188,7898,4587,4257,1822,2751,2418,1219,1751,790,2769,640,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34,--,22,75,195,191,263,121,0,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他应收款(万元),2063,1036,635,5712,5601,1991,1102,19786,11430,9088,1707,2254,3428,2817,2336,690,1053,1478,780,1497,702,2245,594,1550,2280,953,646,745,782,941,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
存货(万元),36978,37848,33679,32830,34768,29840,30034,28771,28571,29186,31039,30035,35584,29226,30070,13245,14956,13475,12525,10855,12344,11693,11568,11468,13376,10702,11087,11343,10861,10084,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他流动资产(万元),477,509,745,1491,1908,1118,3813,2064,4179,--,337,420,650,878,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
