报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),8579,13732,16115,18186,17216,14512,10239,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,
应收账款(万元),5697,7270,4715,4594,5024,3376,1878,
预付款项(万元),1928,866,752,988,580,928,638,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),259,407,597,629,1927,1706,273,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),13747,13517,9823,8033,11086,9365,6734,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),156,177,201,225,68,55,40,
其他流动资产(万元),9080,155,165,359,13,160,--,
流动资产合计(万元),39446,36124,32368,33014,35914,30102,19801,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),79,88,95,114,120,150,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,64642,62741,61898,62188,--,--,
累计折旧(万元),--,17733,15814,11584,9598,--,--,
固定资产净值(万元),--,46909,46927,50314,52590,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),45725,46909,46927,50314,52590,44708,31480,
在建工程(万元),5471,5394,6918,7123,7914,8950,9009,
工程物资(万元),--,--,--,--,--,55,272,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,49,48,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),8140,8006,8151,8114,5756,5655,5253,
开发支出(万元),1156,1156,1156,1502,1502,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),344,353,395,483,503,522,151,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),1002,672,627,588,471,426,30,
其他非流动资产(万元),1490,1045,913,1025,1363,1285,2116,
非流动资产合计(万元),63407,63623,65183,69313,70269,61750,48311,
资产总计(万元),102853,99747,97551,102327,106183,91853,68112,
短期借款(万元),7500,9500,21500,23100,24800,27000,16150,
向中央银行借款(万元),--,--,--,--,--,--,--,
