报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2006-12-31,
货币资金(万元),4020376,4722288,4722213,4444595,4627831,4903661,5626669,6379547,6119520,6457506,7321145,7986838,7685771,9775166,11206594,5514802,3841979,3108465,2380638,1991157,1924715,1867378,2163879,2504081,2066359,2021041,1905401,2012289,1960538,2349130,2766670,3707787,3180649,3754785,4480680,4129494,4677367,4867507,2639051,2922142,2316909,3946189,974551,
结算备付金(万元),343373,408321,541164,505403,432483,510434,546340,429336,584139,545951,528965,428317,892113,676593,1131449,563422,621548,239789,223174,297382,213967,214348,308364,178683,149289,226811,237331,326205,158495,126488,121719,168404,1069294,168146,250606,1106387,251166,243082,172439,106905,3060840,350300,111679,
拆出资金(万元),--,--,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
交易性金融资产(万元),5764934,5282748,4861124,4615783,3744651,3419748,3246970,1887601,2465011,2389836,2172013,3140760,2553990,2629547,1207285,1304782,1126930,1010020,1212766,565715,672593,894280,1038931,993687,1364895,776510,1009565,778845,432456,624181,665108,686967,611894,442700,296906,405574,737893,478421,395793,12879,91435,385816,126882,
衍生金融资产(万元),2672,15896,25693,21672,19687,8890,5876,6503,9732,11820,13640,15159,16852,11983,11837,--,4125,--,--,1488,747,-545,742,405,1738,967,--,--,--,--,--,--,--,11618,464,--,0,--,0,--,0,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
应收账款(万元),321111,298283,389736,338988,311337,385130,343378,292960,248448,258950,287573,240847,206930,497168,530819,573072,119667,121187,187158,145221,108941,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
预付款项(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
应收利息(万元),--,173753,175902,203870,186630,165776,168890,138524,129539,162983,179524,184467,155117,111392,117968,88398,64059,60842,55499,44401,35085,25531,26903,26670,27159,24716,25972,27670,27747,7279,4182,10494,3401,1322,525,349,365,276,252,315,0,--,14,
应收股利(万元),--,--,--,9470,10106,--,8342,--,5677,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
应收保证金(万元),318681,370284,399554,398037,371302,430939,493108,510978,578419,594993,520319,523307,399502,600857,556414,562114,505339,376192,280408,257479,275528,314477,250268,270695,337654,315979,298467,265812,231920,203495,193041,254189,196206,158966,151845,118001,118176,89369,83639,48477,43969,280515,34521,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
买入返售金融资产(万元),3370879,2070521,2223502,2085855,2008104,1898021,1614734,1060560,958645,660721,504801,669859,634862,310064,534378,462573,383167,320589,218488,80675,86987,111353,179205,76550,300768,29793,--,72893,--,--,103424,12059,89600,188654,120838,295827,10104,--,71265,--,0,--,23644,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
可供出售金融资产(万元),--,--,--,--,3795630,3546677,2849913,2236920,1769487,1580456,1525947,1548937,1764280,1702767,694228,616495,569288,665534,791112,716136,350231,303451,590235,624181,776339,851154,888845,912244,839186,926669,666530,426937,424633,217021,86848,100988,67179,92978,90930,65310,144183,185885,45012,
持有至到期投资(万元),790288,1079513,1111632,--,37888,38482,39278,39995,15934,13354,13233,12892,12953,12686,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
长期股权投资(万元),109631,130872,134630,126146,122977,120611,176012,175768,173740,166844,142689,93280,87476,73561,69824,101144,97064,44710,124634,124364,124364,90405,90045,90045,90045,91498,76748,82541,82541,81281,66167,63807,56107,44647,35424,22178,15642,5000,5000,5000,32485,32485,2520,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
固定资产原值(万元),186151,--,182299,--,180381,--,181352,--,180608,--,177700,--,174966,--,169507,--,148108,--,151874,--,152029,--,152347,--,151333,--,149334,--,146685,--,144127,--,140585,--,135162,--,132473,--,133141,132153,0,--,58317,
累计折旧(万元),107595,--,102726,--,97419,--,97214,--,94841,--,91113,--,87071,--,82480,--,53983,--,57674,--,55349,--,53570,--,50165,--,47081,--,42740,--,39644,--,35202,--,33227,--,30837,--,31932,30558,0,--,21447,
固定资产净值(万元),78556,--,79573,--,82961,--,84138,--,85767,--,86587,--,87895,--,87027,--,94125,--,94200,--,96680,--,98777,--,101169,--,102253,--,103944,--,104482,--,105382,--,101935,--,101636,--,101209,101595,0,--,36870,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,2678,
固定资产(万元),78556,78948,79573,81576,82961,82992,84138,87014,85767,85303,86587,87740,87895,86703,87027,94506,94125,94475,94200,95159,96680,98195,98777,100153,101169,102913,102253,103544,103944,104276,104482,103879,105382,104117,101935,100656,101636,101198,101209,101595,99257,100817,34191,
在建工程(万元),1448,1360,149,118,67,84,216,245,256,157,55,45,42,91,326,324,231,383,443,488,602,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
无形资产(万元),43621,45832,47702,49544,55770,59992,65519,71230,76186,76365,80612,83495,88582,90024,90823,14362,14732,14234,14547,14557,15729,9503,10031,10356,10684,11034,11331,11601,11934,853,907,847,905,946,1029,1095,1166,1346,1530,1908,2150,2534,2502,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
商誉(万元),125705,127113,121830,115829,119967,143167,146224,149550,150675,145316,144006,140420,141178,138338,133246,6672,6739,23306,23306,23306,23306,23306,23306,23306,23306,23498,23426,23299,23301,29332,29935,938,938,938,938,938,938,938,938,938,0,--,--,
长期待摊费用(万元),9211,--,--,8626,10182,10008,9554,8215,10069,7831,7473,7745,7521,7875,8163,8525,9993,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
递延所得税资产(万元),123505,51330,56410,33749,50316,16599,24076,42702,50901,37236,39257,24661,7997,8100,3182,2785,3624,3990,31341,46138,37870,34693,63347,43065,46370,59752,48072,54082,64518,57305,25845,15782,15154,18569,16831,14712,13823,28579,31786,31385,13820,7720,13635,
其他非流动资产(万元),795430,759100,776729,771877,827709,616989,649561,664139,588807,678835,652345,786953,623452,90599,196846,328262,185290,106247,43285,133711,117972,298279,198899,197887,137038,146221,149234,170024,129457,184198,247487,57227,71913,203962,191944,222767,206694,44285,39781,30714,21882,20796,37305,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
资产总计(万元),20577904,20843557,21111418,20413318,20586437,19931304,19485613,17799053,17763726,17146005,17373357,19143820,19707282,20411361,24089416,15836634,11494479,8525618,7219863,6038874,5384574,5313384,5922824,5731873,5835802,5047875,5117689,5123717,4332914,4946957,5228286,5700774,5957885,5372279,5755711,6518970,6202148,5952978,3633614,3327568,5826931,5313057,1406458,
短期借款(万元),426330,442017,754409,607256,636130,660119,760735,809888,734516,434067,442119,301572,301416,317470,776492,437791,45899,21774,163603,35876,21587,135927,16217,8108,--,--,--,--,--,--,12474,--,--,--,--,--,0,--,0,--,0,--,15000,
