报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),45598,23016,19977,28655,15328,16170,24015,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),2773,2290,846,808,1013,2538,791,
应收账款(万元),5700,6502,4140,3930,3503,1677,1531,
预付款项(万元),3255,1691,2225,2008,1173,2440,2798,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),1125,317,339,215,1832,567,717,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),25207,22236,27106,28515,25239,19494,14842,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,300,--,--,
其他流动资产(万元),1001,522,986,1406,892,1201,219,
流动资产合计(万元),84659,56573,55619,65537,49280,44087,44913,
发放贷款及垫款(万元),--,--,--,--,--,600,--,
可供出售金融资产(万元),2588,2588,2588,2588,2613,2445,2445,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),106932,106928,106600,106548,81265,79777,79416,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,62815,62544,62405,60424,60960,--,
累计折旧(万元),--,31801,30648,29350,24911,22356,--,
固定资产净值(万元),--,31014,31896,33056,35513,38604,--,
固定资产减值准备(万元),--,71,151,151,12,--,--,
固定资产(万元),31108,30943,31745,32905,35501,38604,40633,
在建工程(万元),2012,1529,941,414,651,249,384,
工程物资(万元),324,296,91,282,43,221,278,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),9588,9659,9561,9624,9872,8332,7083,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),1,2,4,6,14,90,101,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),441,442,424,479,527,776,653,
其他非流动资产(万元),1050,1075,990,476,337,221,1010,
非流动资产合计(万元),154043,153463,152944,153324,130823,131314,132002,
资产总计(万元),238701,210036,208563,218861,180103,175401,176915,
短期借款(万元),24800,26100,30000,28000,18400,22000,15500,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),900,500,1000,1800,2200,--,500,
应付账款(万元),6247,5566,5718,8582,6691,6681,4684,
预收账款(万元),1403,700,1134,4449,1199,1230,1108,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),868,863,817,2025,1837,1405,1041,
应交税费(万元),413,581,133,84,457,138,329,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,5119,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),1830,1089,1057,1081,1096,2171,12532,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),356,356,357,357,323,349,201,
流动负债合计(万元),36818,35755,40216,46379,32203,39093,35895,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),1835,1995,1993,2081,2230,2500,1195,
递延所得税负债(万元),11791,11791,11791,11791,11791,11927,11927,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),13626,13786,13784,13872,14021,14427,13122,
负债合计(万元),50443,49541,53999,60250,46224,53519,49018,
实收资本(或股本)(万元),40001,36000,36000,36000,36000,34732,30000,
资本公积(万元),67552,47554,47554,47554,26056,18824,5755,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),19,87,--,--,--,--,--,
盈余公积(万元),2280,2280,2280,2280,1071,7856,7330,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),78406,74574,68730,72776,70752,60470,84811,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),188258,160495,154564,158610,133879,121882,127897,
少数股东权益(万元),--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),188258,160495,154564,158610,133879,121882,127897,
负债和所有者权益(或股东权益)总计(万元),238701,210036,208563,218861,180103,175401,176915,		
  
