报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),27673,37025,26031,79776,8832,19900,20052,28652,17370,9253,10176,71744,12055,13658,6548,9450,4330,5430,8168,9372,8082,5878,6751,8110,8579,11760,10554,18106,21274,28375,38598,49578,51122,64492,9920,18884,9535,6184,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),7832,7469,11442,14477,5007,2743,2980,3835,1554,183,2283,3047,14427,13268,18619,20651,18334,17429,16464,23799,16401,7403,5647,13939,10320,11902,14964,18912,11469,17855,11146,19188,19309,11310,1883,4715,3312,2702,
应收账款(万元),90620,83418,65733,61107,71080,64145,50750,44668,41518,26785,24174,18254,64823,72323,39102,43605,48806,55840,38762,39273,41589,46247,33847,25887,30387,30787,28465,25613,39046,42606,34930,24576,29670,30720,25012,18056,11743,16840,
预付款项(万元),10212,7530,4643,3262,9357,6306,4688,3193,4253,20277,5133,6358,2171,1205,904,1147,1674,410,799,680,2572,1161,1334,1353,5848,5324,5614,3341,6670,8422,9563,9093,7412,1785,2405,898,4759,712,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),--,428,--,--,--,224,185,117,51,--,--,--,--,--,--,--,--,--,339,88,342,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
