报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),5995,8648,7778,8844,7813,10036,18049,18647,4886,9551,3210,5803,49126,54105,3192,3273,7863,3436,6793,6400,14471,14443,30095,22278,19700,23691,30168,42318,63784,87524,84981,15664,21155,17569,3774,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),760,818,130,1548,2257,1251,932,915,1530,732,1259,2220,2541,1572,829,689,427,505,655,1226,1468,2458,1629,1273,5486,2803,1396,459,83,686,--,100,0,0,0,
应收账款(万元),30724,31038,27727,24976,24926,24867,24061,25275,26367,24761,24190,28590,26649,29647,23639,24412,26591,30695,35995,47612,45592,47250,55331,56309,64552,66785,65736,63946,49210,43891,36906,32562,29146,23286,15459,
预付款项(万元),2060,2052,1985,1929,2283,2301,778,1434,931,1018,5035,3505,2914,1335,2760,5787,5928,5967,9199,8228,16750,11200,18296,24503,21814,15412,10871,15235,14029,10130,10136,8238,5882,6881,6005,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),100,57,183,43,249,215,428,262,415,184,82,277,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,33,74,155,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),1340,873,1103,843,1066,578,529,251,4443,6283,10904,10305,9955,8682,2083,1678,1707,1389,3971,3647,6871,4594,5364,4078,4522,2927,6254,2506,4484,1890,1691,1499,611,1766,2431,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
