报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),66148,39393,49219,25224,18497,26508,21847,25547,17788,12282,7602,3493,
结算备付金(万元),--,--,0,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,0,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,
应收票据(万元),47152,38102,30535,5883,3881,3827,1760,3053,4571,5806,163,170,
应收账款(万元),71226,59700,52201,52517,49315,30535,31527,45437,16083,16741,10201,4466,
预付款项(万元),1926,1123,1305,2953,3583,3020,2932,3229,353,791,2017,1242,
应收保费(万元),--,--,0,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,0,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,0,--,--,--,--,--,--,--,--,--,
应收利息(万元),18,2,0,--,--,--,8,--,--,--,--,--,
应收股利(万元),--,--,0,--,--,--,--,--,--,--,--,--,
其他应收款(万元),489,400,300,390,282,596,269,339,239,211,137,264,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,
存货(万元),92451,79265,72382,100191,72076,56932,42284,36352,21085,28132,19328,10854,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),807,800,162,3694,619,450,--,--,--,9,--,--,
流动资产合计(万元),280216,218784,206105,190852,148253,121868,100627,113956,60118,63973,39447,20489,
发放贷款及垫款(万元),--,--,0,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,0,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,0,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,0,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,0,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,26476,--,25220,22875,22359,19000,--,5744,--,--,--,
累计折旧(万元),--,5363,--,4287,3852,3422,2603,--,1086,--,--,--,
固定资产净值(万元),--,21113,--,20934,19023,18937,16397,--,4657,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),20717,21113,21366,20934,19023,18937,16397,6372,4657,4523,2856,1494,
在建工程(万元),2978,804,112,15,--,--,2299,4433,2577,1674,38,--,
工程物资(万元),--,--,0,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,0,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,
无形资产(万元),699,708,679,686,666,673,688,683,595,606,621,588,
开发支出(万元),--,--,0,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,0,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1321,1265,1348,1307,694,530,464,426,295,281,264,190,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),409,445,454,452,389,381,252,282,244,220,327,185,
其他非流动资产(万元),4057,2962,1551,1033,2495,2663,858,1876,433,424,--,--,
非流动资产合计(万元),30180,27297,25510,24426,23266,23185,20958,14072,8802,7728,4108,2458,
资产总计(万元),310396,246081,231615,215278,171518,145053,121586,128028,68920,71701,43555,22946,
短期借款(万元),16000,17748,20092,17303,4748,--,--,6119,3950,3914,931,800,
向中央银行借款(万元),--,--,0,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,0,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,0,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,0,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,0,--,--,--,--,--,--,--,--,--,
应付票据(万元),94117,73303,71486,41031,47160,49343,37874,40762,19307,17960,14265,5267,
应付账款(万元),88670,64375,48452,100181,69918,54417,43120,46950,24180,31732,17299,10344,
预收账款(万元),2423,1281,3417,5613,7071,717,1059,2338,1530,1444,2366,2146,
卖出回购金融资产款(万元),--,--,0,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,0,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),601,665,622,1940,667,603,1504,1288,--,822,6,--,
应交税费(万元),851,646,721,1385,660,497,625,374,820,1194,577,160,
