报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),44044,64057,29493,32635,61942,60564,27592,34023,37005,36274,29870,26781,27080,31549,22273,25377,25059,20954,21908,22371,21435,12510,18579,24028,20441,15470,18762,22304,22233,25138,20151,27915,25781,21624,22293,25539,18916,21703,19555,17120,26200,13891,17436,17706,19183,13489,13033,16000,18879,15830,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
交易性金融资产(万元),1758,1339,1451,1252,1088,--,3853,2880,1719,--,4376,4142,6971,--,4330,4654,3759,--,2113,1149,725,642,1230,772,565,562,571,622,640,569,697,610,490,--,1545,27,2319,35,--,0,--,--,--,--,--,0,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收账款(万元),12780,7895,9215,10210,10743,6998,10435,10950,8359,6694,9831,8381,9690,6442,8555,7257,8945,8914,7415,13610,12418,6295,7179,11901,12963,3488,5606,10556,8379,6274,9901,8044,6637,2926,3427,4044,4375,1871,3114,2712,2663,1808,2754,2123,1947,1333,1561,1471,1479,1346,
预付款项(万元),1554,1344,2922,2525,2067,1536,2618,2102,2235,1513,3419,3527,5225,3711,5530,6318,9166,6751,7978,7951,7113,5924,7613,5434,5433,7494,4535,6100,3823,2574,3757,3085,4114,3391,4717,4857,5748,3502,3409,3891,2199,3168,2921,3391,2480,2268,2056,1899,1893,1373,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
