报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),12043,7598,5529,8160,4417,3396,2860,3305,3770,5056,8753,4127,4053,4507,4757,7439,6332,7505,8659,7792,10875,11101,11142,13708,14768,16093,16711,20947,842,1384,651,576,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),1002,913,992,1384,1550,520,763,635,498,560,385,743,495,200,238,198,516,683,288,364,329,295,171,176,140,154,300,170,121,19,33,63,
应收账款(万元),18220,24824,22473,15562,12794,15444,14295,10641,9047,9759,9279,8834,8552,10449,8899,8156,6881,7888,7550,7006,6621,7553,6818,6228,5715,5066,4794,5049,4613,4047,2966,2153,
预付款项(万元),3708,588,1799,1231,1265,386,1196,1368,1077,299,3833,2176,2513,269,2709,3731,3380,2006,4369,3468,1868,474,1896,1620,1535,926,586,535,471,384,157,442,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,20,27,24,52,80,135,82,57,185,154,144,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,
其他应收款(万元),430,257,504,558,177,178,531,533,435,366,763,3309,613,628,702,727,599,456,743,509,296,271,1188,204,297,178,467,373,551,414,244,136,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
存货(万元),7347,6662,8798,7416,3121,3372,3573,3726,3160,2939,3967,3995,3632,3246,3594,3644,3264,2997,2750,2523,2304,2183,2111,2208,2061,1679,1549,1366,1210,1157,934,1111,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),14,--,1,1,1,71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,2,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),450,400,413,456,206,394,401,432,335,627,502,416,405,1280,488,399,519,382,356,311,201,220,173,0,--,--,--,--,0,0,0,0,
流动资产合计(万元),43214,41241,40510,34770,23531,23760,23618,20640,18320,19606,27482,23600,20263,20580,21400,24314,21519,21940,24766,22054,22630,22181,23556,24330,24671,24240,24407,28440,7807,7404,4985,4481,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),1050,1000,1000,1000,1000,1000,1000,1000,500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,232,0,--,--,--,--,0,0,0,0,
长期股权投资(万元),614,594,306,206,186,186,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产原值(万元),--,63581,--,59736,--,55738,--,49088,--,47192,--,38020,--,39753,--,32439,--,31006,--,22663,--,21288,--,17886,--,16030,--,13299,0,11105,8619,--,
累计折旧(万元),--,23584,--,20499,--,18088,--,16409,--,14493,--,12603,--,11253,--,9805,--,8450,--,7360,--,6409,--,5687,--,4588,--,3919,0,3382,2473,--,
固定资产净值(万元),--,39997,--,39237,--,37650,--,32679,--,32700,--,25417,--,28500,--,22635,--,22557,--,15304,--,14879,--,12199,--,11443,--,9380,0,7724,6145,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
固定资产(万元),39243,39997,38453,39237,37757,37650,32694,32679,32940,32700,25587,25417,28087,28500,22521,22635,22239,22557,15698,15304,14575,14879,12896,12199,11698,11443,10911,9380,8326,7724,6145,5203,
在建工程(万元),1208,1132,1083,543,536,1295,5629,4767,4451,3564,--,6260,6012,5689,8085,4094,2682,2282,4549,3813,3204,2904,2619,2747,1737,1534,1266,750,197,167,26,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,7154,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,508,0,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
