报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),68460,166673,97771,145914,149423,209327,163249,175752,53818,52702,29638,31536,20074,35765,19027,26373,28251,40868,23043,26907,32931,44841,34739,32284,50301,16885,13417,10049,8736,2703,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1709,1584,749,791,1616,1296,339,1667,1126,887,543,1134,--,--,31,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收账款(万元),212374,189792,230371,186127,146026,101836,107306,93026,71728,60263,64315,54506,36444,30302,39583,28401,25106,20493,26722,24011,22449,16027,21381,17840,13333,7842,8175,5227,3762,2052,
预付款项(万元),117795,111347,97507,108546,87987,71011,111922,85908,21706,4579,18187,14396,11528,6132,5373,3622,6648,1581,3266,2637,2138,292,13103,4033,1752,1419,639,729,2792,495,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他应收款(万元),3385,3418,3652,3270,2850,2820,2146,3352,1579,1956,2361,1967,1190,1047,1473,1065,1379,1309,1534,1273,991,799,681,579,1023,678,705,665,660,645,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),25089,22076,19448,14098,19260,12167,17078,14146,11634,8718,10527,12477,6010,5219,3097,7573,2483,1984,3624,2508,2812,1774,2045,2523,3969,2228,1612,1879,2084,1826,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),17,24,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),3864,4726,1116,598,559,605,1262,1839,1600,135,1657,2124,3,3,7,0,--,2,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),432694,499639,450614,459343,407723,399061,403302,375689,163191,129239,127228,118140,75248,78468,68592,67034,63867,66237,58189,57337,61322,63733,71949,57259,70378,29051,24548,18548,18034,7721,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),4245,4250,2252,2255,2257,2158,641,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
