报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),36657,22881,36140,25117,20142,19862,46199,39989,36438,46906,81048,6772,17067,19569,7735,8107,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),47031,55207,43231,22433,20566,10552,31155,2926,7200,1813,4189,2814,404,500,--,--,
应收账款(万元),188854,184100,198333,166834,154440,110218,112181,158929,114105,89670,87828,109206,64895,75489,61760,41495,
预付款项(万元),28515,25918,8627,26918,11973,698,4606,13862,12336,22,8236,2791,1635,1593,2494,4553,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3758,6863,3593,3719,3033,1223,2430,3912,1422,7620,6197,5529,2963,3508,2757,1565,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),156319,145763,116462,146259,118126,107753,76434,75854,70742,58617,48814,46631,40231,23165,21788,16803,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),3115,1490,479,2820,5855,12135,191,1774,1619,--,450,679,106,--,54,3958,
流动资产合计(万元),464248,442222,406866,394099,334136,262440,273195,297247,243862,204648,236763,174422,127300,123824,96588,76480,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),800,1083,1367,1650,1934,2217,2501,2784,3067,3351,3634,4201,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1898,2571,2591,2567,2270,2738,2758,2035,2184,2656,2675,1691,467,485,--,520,
固定资产原值(万元),61310,--,45276,--,39867,--,30651,--,25172,--,22809,20141,29051,15907,14087,11465,
累计折旧(万元),11145,--,9290,--,8031,--,7049,--,6359,--,5587,5021,4667,3855,3112,2139,
固定资产净值(万元),50165,--,35986,--,31837,--,23602,--,18813,--,17223,15120,24385,12052,10975,9327,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),50165,49331,35986,34516,31837,24759,23602,18656,18813,17069,17223,15120,24385,12052,10975,9327,
在建工程(万元),1848,2712,9683,6125,4682,5617,1777,4892,4837,5379,5128,3740,2986,2047,278,63,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4637,4535,4571,4645,4762,4691,4726,4939,4907,4823,4856,5546,7770,7936,8102,2277,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2293,2267,2382,1917,1829,1563,1523,1795,1459,1332,1309,1436,988,1068,523,332,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),61641,62500,56580,51421,47313,41585,36886,35101,35267,34610,34825,31734,36597,23587,19879,12519,
资产总计(万元),525889,504722,463446,445520,381449,304025,310081,332347,279129,239258,271587,206156,163897,147411,116467,88999,
短期借款(万元),212763,176267,158527,163107,137381,93100,81857,96592,87281,70206,82136,67044,44801,31913,34669,37540,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),41546,32242,27139,26109,19852,19693,14771,23672,13487,7582,16528,7890,8563,4884,2049,--,
应付账款(万元),104084,132736,119102,103652,83577,50460,70111,75117,47732,24960,33502,47428,32769,41663,22183,10896,
预收账款(万元),5647,10537,5720,8399,3308,331,1221,1431,993,--,904,270,457,977,386,313,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),12,28,581,10,11,5,568,6,--,0,409,4,189,220,295,119,
应交税费(万元),678,1361,2353,1868,440,595,1469,1042,333,353,1170,1488,393,1466,1418,1070,
应付利息(万元),245,200,200,75,73,64,64,65,65,65,65,48,39,37,21,36,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),198,366,186,266,346,30,486,559,459,45,1098,598,186,16,330,68,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),365174,353737,313809,303487,244988,164279,170547,198484,150350,103211,135811,124771,87398,81176,61351,50042,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),375174,353737,313809,303487,244988,164279,170547,198484,150350,103211,135811,124771,87398,81176,61351,50042,
实收资本(或股本)(万元),30015,30015,30015,30015,30015,30015,30015,30015,30015,20010,20010,15000,15000,15000,15000,15000,
资本公积(万元),55722,55722,55722,55722,55722,55722,55722,55722,55722,65739,65727,22253,22253,22253,22253,22253,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8008,8008,8008,6371,6371,6371,6371,5088,5088,5088,5088,3927,3927,2898,1786,170,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),56970,57240,55892,49925,44353,47638,47426,43038,37954,45210,44951,40205,35319,26084,16076,1534,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),150715,150985,149637,142033,136461,139746,139534,133863,128779,136047,135776,81386,76499,66235,55115,38957,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),150715,150985,149637,142033,136461,139746,139534,133863,128779,136047,135776,81386,76499,66235,55115,38957,
负债和所有者权益(或股东权益)总计(万元),525889,504722,463446,445520,381449,304025,310081,332347,279129,239258,271587,206156,163897,147411,116467,88999,		
  
