报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),32668,38486,34267,31746,32679,27983,29824,27348,25509,32359,60432,28301,26911,62938,19479,15955,21026,17025,12838,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,1580,--,659,--,--,--,401,164,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),17649,17626,17499,16985,16413,13971,10055,9018,9381,7977,8599,9379,9800,10652,10435,11077,9721,8010,8990,
应收账款(万元),27153,25396,23702,25715,24265,23036,21469,18303,18822,15535,13059,14527,16309,14018,12278,13581,10619,7760,7161,
预付款项(万元),945,1047,893,1686,1175,1047,746,1901,1464,1055,697,915,858,1204,1083,978,474,505,179,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),434,176,144,651,1015,480,429,533,469,327,710,1812,962,1022,794,908,862,977,240,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),24503,23347,23942,23347,22024,19747,18501,19714,17744,13163,11537,12255,10995,11466,11780,13841,11718,12403,15854,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,274,21,54,--,--,--,--,--,--,20,--,3,17,97,--,--,
其他流动资产(万元),11630,8387,13779,14963,15731,17105,21397,21805,23604,23755,3382,33104,35029,425,404,169,56,23,6,
流动资产合计(万元),114982,116044,114226,116027,113321,103422,102422,99022,97157,94170,98416,100292,100884,101726,56256,56527,54572,46703,45266,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),5,2534,2160,1304,1492,1560,5,5,5,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,11,11,11,11,11,11,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1076,957,560,386,377,373,360,361,353,380,389,287,299,0,56,88,95,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),34044,--,33485,--,32562,--,30055,--,20845,--,9241,--,7950,--,--,7876,7373,--,--,
累计折旧(万元),11153,--,10331,--,9501,--,8425,--,7829,--,3760,--,3549,--,--,3206,2875,--,--,
