报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),25377,26971,30393,44549,16162,17534,25058,20075,12470,12154,17190,28401,22169,27573,37181,22338,19457,18731,26380,16140,17310,17316,22214,22806,26865,31827,39856,36243,40004,38027,44328,33825,37787,45310,53306,1725,4900,6655,3030,1202,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收票据(万元),5867,8132,14589,13870,6829,11891,17398,7459,6563,8715,16445,7827,7227,7498,6550,6905,1700,1832,3798,1440,1415,2555,2174,3552,936,3144,3519,874,751,539,842,280,187,235,48,63,74,39,20,450,
应收账款(万元),121266,112836,110015,117628,88794,84796,81585,92121,83091,80001,82747,85955,80579,70329,51054,52666,42856,41167,33768,37510,33046,32815,30776,27258,27167,24207,23587,25480,22881,18768,17281,19920,17068,13209,11814,14809,8914,7454,6608,4760,
预付款项(万元),5242,6585,5017,3972,5548,4873,3694,3709,5128,5513,4974,5732,4705,4817,3010,4109,2353,2735,2785,3849,3634,3956,2405,2279,1034,2782,1763,4417,1733,2033,1642,1715,471,585,628,1348,960,201,92,162,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应收款(万元),4179,4490,3588,7203,2635,5150,1766,3509,2771,1800,1802,2211,2059,2249,805,1547,1197,1974,624,1030,970,1036,699,808,832,952,528,795,532,1016,487,622,512,3980,339,726,375,327,127,779,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
