报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),26389,32242,22104,16568,15720,14573,8520,5364,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),8910,7463,6880,4840,3095,1655,3367,1415,
应收账款(万元),75435,59920,49919,66409,57983,40840,33166,28991,
预付款项(万元),10488,8382,3329,4108,6441,4195,1510,852,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),3,4,27,4,1,147,29,1,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),2286,1509,2034,1400,1205,656,1848,1353,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),42228,41483,38201,32785,27918,23933,16213,16494,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),3295,3065,3230,2746,2208,1585,562,1370,
流动资产合计(万元),169034,154068,125724,128860,114571,87585,65215,55840,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),778,785,803,1989,750,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),2654,2638,2688,2705,8245,8445,--,--,
固定资产原值(万元),--,21645,--,19590,12493,10839,--,--,
累计折旧(万元),--,4064,--,3429,2183,1171,--,--,
固定资产净值(万元),--,17581,--,16161,10310,9668,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),17706,17581,16204,16161,10310,9668,1370,705,
在建工程(万元),--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,3,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),1842,2174,2332,2433,1349,588,211,207,
开发支出(万元),264,231,--,--,--,--,--,--,
商誉(万元),8516,7459,7459,7459,7459,4186,--,--,
长期待摊费用(万元),5,11,9,12,24,20,5,18,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),2892,2831,2677,2593,1779,909,757,573,
其他非流动资产(万元),510,1068,2466,2357,2327,3412,10500,5100,
非流动资产合计(万元),35166,34776,34636,35708,32244,27227,12842,6606,
资产总计(万元),204200,188844,160360,164567,146815,114812,78058,62446,
短期借款(万元),49427,46460,53924,55445,48293,34637,27107,16481,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),9000,9100,9633,5234,1504,1000,--,--,
应付账款(万元),30713,23358,12134,18739,20432,15472,12371,11997,
预收账款(万元),474,553,404,488,422,363,156,248,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),168,166,160,1331,999,719,747,262,
应交税费(万元),660,523,542,1264,712,1399,526,1107,
应付利息(万元),67,63,88,113,134,91,73,38,
应付股利(万元),--,--,--,--,--,1424,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),1000,452,388,702,2551,987,1102,4900,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
