报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),142218,128612,113017,114658,137929,65089,179492,204046,185280,209842,131730,203148,216883,291852,241669,223540,211412,222165,226076,237630,251456,237566,226741,246457,222861,202378,201510,40782,27575,20524,18574,33606,14405,15987,21760,51989,57516,80389,80467,76252,59790,47677,67130,70268,70886,9814,19033,9864,8991,
结算备付金(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
拆出资金(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
交易性金融资产(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
衍生金融资产(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),10400,4709,7561,15202,17111,7335,6996,4360,12117,5945,3526,7990,10030,5180,9317,10730,16546,15007,13618,19451,27940,39883,42893,32412,36477,20333,12751,12070,14523,11410,9419,12905,14996,11625,7157,13174,5673,683,1067,663,1725,161,132,90,27,15,35,5,50,
应收账款(万元),41849,46511,30669,38498,28908,32317,20677,19179,17183,27294,18337,24014,26013,35304,13431,30314,29475,44966,32637,55060,44073,95881,57303,89898,61220,88220,32854,45428,34284,45667,23568,41761,31774,48925,31081,38486,24547,29113,14643,14727,11145,10846,7492,5563,4451,3286,3601,3823,2995,
预付款项(万元),5432,8081,14516,4105,8314,4178,10270,3387,4674,5781,11166,3063,3463,3793,13006,3206,4917,6732,11608,6227,4942,11358,20577,12176,18977,22670,63610,41720,54340,43790,57422,26715,35308,23346,33783,21043,14697,2610,9602,4553,7758,13808,20201,9074,11009,9764,13996,7315,8405,
应收保费(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
应收分保账款(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
应收分保合同准备金(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
应收利息(万元),0,--,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,194,139,78,22,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
应收股利(万元),0,--,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
其他应收款(万元),--,8602,2955,2151,1738,1647,16304,12225,11871,7922,8035,8685,8945,15116,13135,10887,10163,9043,8062,6021,5747,5315,5034,4641,3493,2328,1223,1345,1345,1486,1391,1754,1371,1772,2204,2240,2229,3022,3412,4257,3588,4185,2661,1063,1017,543,493,411,297,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
存货(万元),96494,118744,82042,75810,86184,108140,73456,77741,89942,98486,70305,74632,84314,91532,64740,69677,74268,82769,50285,54472,65732,66657,46115,46548,56563,73630,49183,54494,64248,70531,41126,32473,39529,41317,24557,27132,30170,41031,32124,42517,40377,36758,10693,29711,30359,33663,17863,18650,15639,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),0,0,0,--,3647,5421,4824,4591,1047,1005,1432,7768,8514,7535,7260,2017,2879,133139,103548,143485,118774,105430,113936,432,563,389,432,10255,10663,126,178,152,158,1010,1819,2701,3667,148,17,460,377,358,340,105,132,--,0,--,0,
其他流动资产(万元),282535,248677,282907,332319,306512,313278,230257,229140,235771,150105,209912,193204,191764,133696,164963,159809,172787,11240,6132,4885,9388,3674,1120,1181,3074,3324,4677,7412,9132,3142,70,19,--,104,97,114,0,--,0,--,--,--,0,--,0,--,0,--,0,
流动资产合计(万元),582648,563936,533668,582744,590344,537405,542276,554669,557887,506380,454443,522503,549927,584009,527522,510180,522447,525062,451966,527232,528051,565764,513718,433745,403227,413284,366434,213645,216187,196698,151748,149386,137540,144085,122459,156877,138500,156995,141333,143429,124759,113794,108648,115873,117880,57084,55022,40068,36378,
发放贷款及垫款(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
可供出售金融资产(万元),45037,45673,45525,45356,45496,49951,50023,50088,53589,49296,18559,14481,6148,158,158,5368,5272,5169,5036,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,
持有至到期投资(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9000,--,--,--,--,--,10000,17089,25307,36285,37649,31349,21000,18900,--,0,--,--,--,0,--,0,--,0,--,0,
长期应收款(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
长期股权投资(万元),57976,58687,58746,44270,44312,44558,36566,31100,30094,37472,32417,23489,22938,19244,19499,11345,250,259,289,169,169,277,295,303,307,320,161,167,171,175,--,--,--,212,223,241,247,250,248,255,232,210,190,196,219,350,350,--,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),69212,68104,69422,70741,72041,73359,74677,77257,73934,74869,76129,74228,75439,81736,83018,84212,85449,80904,82195,83398,84360,85568,83139,85200,84743,83128,61312,60137,53871,64701,61788,57078,46798,35535,34765,33170,33618,31520,26022,24541,24236,17343,11562,6896,6696,6170,3786,1973,1499,
固定资产原值(万元),56737,--,60180,--,60789,--,59695,--,64380,--,64722,--,68458,--,62133,--,57678,--,46674,--,46387,--,45767,--,41432,--,35482,--,33755,--,18030,--,17281,--,16478,--,15309,--,17365,--,17403,--,18160,--,18184,--,19826,--,20326,
累计折旧(万元),24892,--,25014,--,24583,--,23055,--,23378,--,22038,--,21393,--,18781,--,17169,--,15641,--,13931,--,13450,--,11778,--,11250,--,10258,--,9081,--,8195,--,7413,--,6573,--,6050,--,5187,--,4882,--,4009,--,3553,--,3319,
固定资产净值(万元),31845,--,35166,--,36206,--,36640,--,41001,--,42683,--,47065,--,43352,--,40509,--,31033,--,32457,--,32316,--,29655,--,24232,--,23497,--,8949,--,9086,--,9065,--,8735,--,11315,--,12216,--,13278,--,14175,--,16273,--,17007,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,
固定资产(万元),31845,34738,35166,35699,36206,36243,36640,35618,41001,41965,42683,46803,47065,42887,43352,40127,40509,32954,31033,31716,32457,28157,32316,28614,29655,23692,24232,23324,23497,9149,8949,8836,9086,9118,9065,8540,8735,10967,11315,11499,12216,13598,13278,13356,14175,14399,16273,16886,17007,
在建工程(万元),--,0,0,0,--,--,0,0,0,--,--,--,--,--,--,3806,3574,3179,4797,4125,3413,3101,2798,2062,1478,3,--,2160,2150,2605,2106,1318,1272,1029,912,794,482,54,39,29,20,23,16,3,264,757,2244,1173,892,
工程物资(万元),--,--,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,0,--,0,
固定资产清理(万元),--,--,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,0,--,0,
生产性生物资产(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,0,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
油气资产(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,0,--,0,
无形资产(万元),33711,32917,33020,33109,33235,3920,3842,4008,4185,4374,4622,4526,4770,7741,7702,7882,8194,5613,5328,5567,5807,5156,5325,5126,5285,5279,1952,2010,1916,2017,1816,1878,1962,2045,2103,2161,2179,2140,2074,1950,1932,1961,1967,1085,1091,1097,1103,1109,1115,
开发支出(万元),671,1017,857,717,568,879,930,797,684,579,597,809,670,527,709,644,458,606,820,610,414,938,725,647,352,193,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
商誉(万元),0,0,0,0,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,2505,2505,2505,2505,2505,2505,2505,2505,2172,2172,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
长期待摊费用(万元),17346,15316,15586,15454,15810,12343,12439,12231,12390,11119,10750,10574,11084,10619,10716,11126,10941,11601,13807,16564,17733,14279,13967,13578,13704,9621,5645,3763,3491,2627,2263,1372,1507,1462,1571,1553,1458,5768,6511,10308,11407,9125,6879,5903,4563,3495,1247,1143,1197,
