报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),93347,92467,97247,106048,105191,23847,16454,29899,28731,23696,24558,35403,28362,33938,25689,47536,35820,50356,28616,32997,25287,17902,30572,25558,32621,26606,17057,26337,32375,29991,28964,42813,28465,28009,58742,10815,8871,12247,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收票据(万元),1524,1993,2040,3968,3634,6616,10086,10789,4269,3877,6750,7101,250,1041,915,14472,101,216,4850,6348,435,2062,2088,4689,3101,120,645,4370,139,139,1000,1000,--,0,--,0,0,--,
应收账款(万元),40960,44485,43712,51485,47427,34183,29439,32218,48781,46134,39890,52970,69942,55523,57072,69757,68715,52840,35191,44743,46719,32888,34479,42092,46345,44805,40240,43628,41487,42063,36809,34975,21180,15797,15387,20548,15564,10680,
预付款项(万元),34014,28037,8707,24731,58765,29935,9544,4269,11821,11187,12613,4173,15151,14834,19789,8307,30736,14604,25359,10119,43485,26732,47167,29297,17781,17275,21539,9600,9584,3202,3283,4176,3769,2328,2805,3231,942,1529,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
应收利息(万元),--,1989,1504,1061,2578,2612,2083,1323,2470,1941,1410,862,1076,769,510,468,68,70,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
应收股利(万元),--,--,--,--,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
其他应收款(万元),34133,29593,28585,19973,10793,5515,4465,2432,3357,4056,4661,4931,6711,6617,8844,7350,6821,5274,5137,5735,6370,3637,5307,2998,7272,6965,6413,5461,6294,7683,6747,4739,5463,5496,2559,2315,3368,3065,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
存货(万元),27343,26803,25135,16204,24771,14053,13222,5925,11949,14471,18659,8073,13344,22209,26782,13003,48488,44018,30608,28070,57329,62711,49928,31365,51699,48037,40631,23375,35612,34502,26898,28849,30802,29019,16102,9918,5886,8526,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
其他流动资产(万元),9132,5724,3427,15873,9551,--,570,804,--,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
流动资产合计(万元),240453,231091,210358,239343,262782,116761,85862,87659,111379,105385,108541,113514,134837,134931,139601,160893,190749,167378,129762,128012,179625,145933,169541,136000,158819,143808,126525,112772,125492,117579,103701,116552,89680,80649,95595,46826,34631,36047,
发放贷款及垫款(万元),21930,22262,23241,22719,25628,22347,22385,22674,20624,20525,21589,21442,20001,20060,20246,19661,20057,7029,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
可供出售金融资产(万元),888,888,888,888,920,920,920,920,1000,1000,1000,1000,1000,1000,1000,1000,1000,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
长期应收款(万元),--,--,--,--,1821,1821,1797,1797,3335,3296,3256,3217,5352,5326,5245,5245,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,--,1800,1800,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
投资性房地产(万元),1805,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
固定资产原值(万元),--,44937,--,44610,--,31539,--,31187,--,31180,--,30926,--,30795,--,30001,--,29298,--,25635,--,24844,--,24796,--,20810,--,16340,--,15566,--,15492,--,15269,--,15157,14778,--,
累计折旧(万元),--,31158,--,29210,--,19540,--,18689,--,17718,--,16666,--,15633,--,14583,--,13502,--,12669,--,11709,--,10827,--,9974,--,9145,--,8437,--,7717,--,6997,--,6297,4907,--,
固定资产净值(万元),--,13778,--,15401,--,11999,--,12498,--,13462,--,14260,--,15162,--,15418,--,15796,--,12966,--,13135,--,13969,--,10837,--,7195,--,7128,--,7775,--,8272,--,8860,9871,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
固定资产(万元),13272,13778,14402,15401,17335,11999,12121,12498,12998,13462,13778,14260,14699,15162,15044,15418,15399,15796,12721,12966,12764,13135,13542,13969,10478,10837,6805,7195,6796,7128,7444,7775,8084,8272,8529,8860,9871,7718,
在建工程(万元),6988,6988,7001,6373,--,--,--,--,--,--,--,--,28,--,383,--,295,215,4140,3881,4246,3781,3647,2620,5811,4600,8478,8133,5284,3083,2369,1755,294,131,--,0,0,2648,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,3164,3193,3093,2912,2709,3039,2945,3192,2720,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
