报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),188393,205888,198899,229791,266255,316540,343988,353467,351742,170383,146805,179112,134325,123416,136957,115448,93484,104403,100479,58253,83787,108787,116554,155714,76918,119176,89843,85268,88144,102899,75765,5199,9418,14430,19725,4321,26581,14384,23001,19639,13815,10617,12607,31499,18029,33166,19548,41978,32889,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,0,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,0,0,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,801,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,0,0,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,0,0,--,0,--,0,
应收票据(万元),19264,26169,29350,27589,26536,24290,17296,24052,28437,34514,28546,31187,30339,18576,14043,5462,8207,7271,5168,1770,3018,1305,1253,3689,4657,1026,535,2081,3569,2182,1251,--,1100,2650,1760,1015,3260,2900,2300,2565,5840,1947,3440,3010,2448,1619,2478,1969,1456,
应收账款(万元),19956,28082,19747,24168,23980,22128,15526,17546,18801,18340,12685,18258,25375,31781,40287,45580,32830,46124,47756,72020,39713,39018,32250,42366,36096,31091,36930,41714,32345,28361,35447,26836,15490,22480,14942,20932,20452,17888,23294,24417,21818,23068,23258,12571,25864,15586,13550,14042,14252,
预付款项(万元),11124,12837,6683,8449,6115,6611,4386,5774,5672,10405,8380,6773,5709,12201,10123,9102,7010,25322,21296,17125,12750,22979,27719,27134,19946,30766,31917,30333,21913,46079,29087,1606,1645,1873,1783,62,73,4420,4711,4713,299,361,146,228,137,277,173,44,94,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,0,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,0,0,--,0,--,0,
