报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),19671,43479,20341,27256,19894,1827,1334,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),7667,9706,8580,12115,4812,1254,91,
应收账款(万元),66960,52551,47229,48008,32479,16327,9490,
预付款项(万元),6172,2158,3483,2223,340,478,272,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,1,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),843,814,769,473,640,379,612,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),109790,89352,74201,63718,38004,17235,9968,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,36,--,2,
其他流动资产(万元),27654,12141,11042,1137,3054,2685,5687,
流动资产合计(万元),238756,210200,165644,154931,99259,40187,27457,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),4948,4902,4835,4898,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,--,22671,20815,10861,5787,--,
累计折旧(万元),--,--,3086,2561,1427,664,--,
固定资产净值(万元),--,--,19585,18254,9434,5123,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),23143,19632,19585,18254,9434,5123,4607,
在建工程(万元),12409,16137,9215,8751,1431,3752,1547,
工程物资(万元),79,101,99,84,42,42,207,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),5353,5372,5315,5357,1027,1066,814,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),180,180,180,180,180,180,78,
长期待摊费用(万元),946,814,727,629,393,474,319,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),1388,1519,1217,1043,500,269,207,
其他非流动资产(万元),2408,1856,809,560,318,485,174,
非流动资产合计(万元),50853,50513,41982,39756,13326,11391,7952,
资产总计(万元),289609,260713,207626,194687,112585,51577,35409,
短期借款(万元),2459,3440,3375,2147,1615,1995,1000,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),10701,13698,7001,2966,1350,280,1741,
应付账款(万元),65940,54527,49941,57937,31940,14340,10325,
预收账款(万元),30833,24887,28091,20631,7819,6356,3995,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),4212,2941,2312,3766,2127,907,475,
应交税费(万元),3900,2997,2828,3367,2310,837,948,
应付利息(万元),402,21,12,4,5,5,--,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),602,40,48,22,667,3441,890,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,4917,900,--,--,--,--,
其他流动负债(万元),400,753,506,544,250,159,380,
流动负债合计(万元),119447,108220,95015,91385,48084,28321,19754,
长期借款(万元),16945,12295,4145,2805,--,--,--,
应付债券(万元),19233,19283,--,--,--,--,--,
长期应付款(万元),444,178,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
