报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),16760,25385,37985,21344,8901,9252,13968,12859,16232,7100,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),540,60,--,183,185,262,--,188,40,123,
应收账款(万元),24797,30861,28249,30243,24606,27402,28246,22430,18332,17100,
预付款项(万元),--,--,--,--,--,--,--,--,52,22,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),836,785,597,783,878,813,776,661,1125,3422,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),26839,24026,20501,17987,25816,22211,20278,16961,15418,15625,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),65,67,45,72,92,12,6,6,38,88,
其他流动资产(万元),6362,4104,21,646,2490,460,393,97,130,144,
流动资产合计(万元),76198,85288,87399,71258,62968,60412,63667,53201,51367,43624,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,4974,--,4978,4857,4896,4875,--,--,--,
累计折旧(万元),--,3078,--,3009,2969,2971,2895,--,--,--,
固定资产净值(万元),--,1896,--,1969,1888,1925,1979,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1930,1896,1937,1969,1888,1925,1979,1977,2182,2468,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),136,139,145,148,154,160,79,74,85,42,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),242,260,306,266,296,358,476,324,53,202,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),417,434,512,487,802,1003,577,436,626,746,
其他非流动资产(万元),2370,690,--,--,--,--,--,--,--,--,
非流动资产合计(万元),5095,3419,2901,2870,3139,3446,3111,2810,2947,3459,
