报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2008-03-31,2007-12-31,
货币资金(万元),212760,76227,149391,96366,137205,98323,179979,111949,169355,108469,172311,124968,271098,372927,271581,69238,319714,238195,286276,84711,276118,269441,141407,79499,89887,84887,166599,56586,196413,152420,128755,48527,159779,92247,101496,42713,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,14650,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,
应收票据(万元),75013,109036,88100,31656,7551,90895,45250,57681,98898,71255,35190,51220,23104,23430,13705,34355,11636,6643,1411,5774,--,3813,50,525,--,--,310,519,--,0,0,--,0,835,701,1138,
应收账款(万元),193068,227930,199801,106665,207704,83499,162512,117108,111415,239464,241147,194148,182216,198439,230048,205753,168369,191082,168466,155690,158388,118470,93623,88369,134039,144711,96268,73105,153919,105915,45318,67901,82535,22390,21446,22083,
预付款项(万元),1795,1573,1504,1223,1902,1914,1893,1554,3584,3878,4093,4341,4464,4066,3759,3688,11010,3370,4352,4203,1712,656,1214,826,1514,2519,3860,2639,2804,5196,25746,5329,76287,80079,104725,3377,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,3,1,1,--,--,--,--,--,--,--,--,--,--,--,18,--,--,--,0,0,--,0,0,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,2645,--,--,--,11730,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,20954,--,0,0,0,0,
