报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),16428,18602,18079,20792,3997,3477,3691,2617,2928,3405,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3108,2275,2019,2670,1729,1354,2351,1727,1801,770,
应收账款(万元),19869,18217,17348,16597,14272,14145,12960,12590,10769,8728,
预付款项(万元),2267,1825,1985,1812,1597,1567,1898,1479,967,943,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),372,350,386,298,309,366,312,254,284,285,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),20924,20482,20289,19813,19333,19480,17649,14539,12338,7752,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),62969,61750,60106,61982,41237,40390,38861,33206,29088,21883,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,65615,--,61577,57180,49856,--,--,--,--,
累计折旧(万元),--,30854,--,28466,25582,22812,--,--,--,--,
固定资产净值(万元),--,34760,--,33112,31597,27044,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),36353,34760,33253,33112,31597,27044,25614,21755,18522,15132,
在建工程(万元),6580,6542,6489,6225,5979,8917,5508,4141,3085,2675,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2194,2219,2265,2242,2275,2295,2404,2365,1134,1233,
开发支出(万元),--,--,--,--,--,--,--,--,--,79,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),536,545,497,508,405,485,555,522,474,472,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),264,264,265,265,253,263,228,255,241,183,
其他非流动资产(万元),--,--,--,--,--,--,--,--,668,--,
非流动资产合计(万元),45926,44330,42769,42353,40509,39004,34310,29038,24124,19775,
资产总计(万元),108894,106080,102875,104335,81746,79393,73171,62244,53212,41658,
短期借款(万元),23225,21843,18345,18642,16297,13495,8657,9450,5600,5000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4025,3574,3741,5259,5550,6219,7532,4058,2215,2365,
应付账款(万元),4767,4675,4140,4923,3859,3591,4319,4845,4948,3753,
预收账款(万元),--,--,7,10,20,10,45,15,69,6,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),551,573,492,601,476,442,616,609,551,468,
应交税费(万元),373,130,266,215,639,554,831,708,997,841,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,138,1146,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),36,226,75,398,298,168,691,470,85,1125,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),3107,2888,2388,2917,3833,6143,3265,586,579,232,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),36082,33910,29454,32966,30973,30622,25957,20879,16190,13789,
长期借款(万元),2228,3150,3962,2762,2690,2685,5245,4700,5100,4550,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),542,699,1038,1038,65,394,400,51,157,6,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),628,651,673,696,741,787,550,586,--,--,
递延所得税负债(万元),--,--,--,--,--,--,24,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,622,658,
非流动负债合计(万元),3398,4500,5673,4496,3497,3866,6219,5337,5879,5214,
负债合计(万元),39480,38410,35127,37461,34469,34489,32176,26216,22069,19003,
实收资本(或股本)(万元),12035,12035,12035,12035,9026,9026,9026,9026,9026,8000,
资本公积(万元),19770,19770,19770,19770,5765,5765,5765,5765,5765,635,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3634,3634,3634,3634,3140,3140,2765,2279,1816,1385,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),33976,32231,32309,31435,29347,26974,23439,18959,14537,12635,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),69414,67670,67748,66874,47277,44905,40994,36028,31144,22654,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),69414,67670,67748,66874,47277,44905,40994,36028,31144,22654,
负债和所有者权益(或股东权益)总计(万元),108894,106080,102875,104335,81746,79393,73171,62244,53212,41658,		
  
