报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),19455,33815,30796,31930,12228,14481,13513,13607,17984,17905,18977,21197,24478,25781,26391,29814,34131,44418,47713,53543,58612,59271,58479,63502,72427,74574,75784,76792,83799,86462,2402,7568,11551,3388,7006,5316,1912,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,0,11,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,
应收票据(万元),--,51,50,30,--,240,200,323,--,492,3,38,15,140,--,814,257,505,350,581,316,540,875,100,373,--,47,16,--,305,493,--,39,596,1082,1242,0,
应收账款(万元),11743,10914,27405,29357,29998,28994,25536,24709,24214,23120,23096,19563,17895,15842,16188,14468,13092,14096,16103,13379,11681,13179,21914,19546,21043,17331,12376,13457,15026,13049,8695,8204,6407,7767,4425,3882,3002,
预付款项(万元),6754,435,783,1173,680,479,1653,1033,1196,555,820,905,1567,1254,4858,6365,11657,6276,1158,1888,6789,6096,4907,2913,3112,3654,2504,6512,1996,1048,1151,624,297,604,695,1737,254,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,
