报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),132696,158650,51804,50899,38556,37773,32057,34039,40312,33205,27779,22724,21849,19344,15345,12968,15410,11886,28291,26481,35456,30534,51535,55973,68509,65404,65319,67428,66175,77730,11982,6429,13970,10094,7994,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
交易性金融资产(万元),4837,--,--,--,172,--,--,--,804,--,742,--,787,--,0,0,--,0,500,2700,6800,9700,9700,11100,0,0,0,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),65204,65227,72907,81776,86383,80474,70848,64318,54661,60284,61198,59062,57399,58909,52371,43810,33074,31939,27041,27653,30483,33279,33660,24993,24604,23020,24663,11930,15905,8986,11831,6267,8861,3262,6185,
应收账款(万元),60298,73091,79232,80365,84032,83591,65196,64309,68910,67481,55027,60530,57819,61540,61138,67289,56361,55345,55352,60197,54892,61671,69335,75331,70507,68206,68306,70594,68219,61844,63499,68331,58800,43573,41609,
预付款项(万元),789,820,1105,964,1676,922,1272,1138,1522,1169,3836,2232,3152,1450,2893,2184,1838,1455,4059,6014,4295,6280,10697,6364,7885,4113,1742,1573,874,679,988,1818,2559,1312,788,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
其他应收款(万元),--,387,458,362,1396,168,144,675,391,132,260,374,660,2101,282,759,546,498,370,342,393,160,281,564,649,440,1437,1182,343,183,954,1275,1502,537,819,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,
存货(万元),15666,12400,16826,18450,22712,19619,19635,12595,21654,17607,16631,17192,18643,17264,17562,19227,20410,18525,18656,16305,16280,14154,15154,13658,16858,17137,15897,14949,19380,18556,14076,11624,15688,13089,5548,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
其他流动资产(万元),3499,2647,97220,89487,100043,97430,73727,58883,46233,41968,33659,24455,24516,24868,24723,22969,22375,28343,2893,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
流动资产合计(万元),284861,313222,319551,322303,334972,319977,262878,235957,234488,221845,199133,186569,184825,185475,174314,169206,150013,147991,137162,139692,148600,155779,190362,187983,189012,178320,177363,167656,170897,167978,103330,95746,101381,71867,62944,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
可供出售金融资产(万元),2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,10800,12000,6500,16500,0,0,0,0,0,0,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
固定资产原值(万元),--,138756,--,134389,--,129088,--,131379,--,131110,--,121511,--,113540,--,111211,--,87337,--,86290,--,73684,--,66483,--,65151,--,63617,--,63482,--,58192,57049,--,--,
累计折旧(万元),--,60567,--,57511,--,52947,--,53113,--,48555,--,45377,--,40380,--,36841,--,33647,--,30625,--,27825,--,25401,--,23150,--,21011,--,19146,--,17141,15183,--,--,
固定资产净值(万元),--,78189,--,76877,--,76141,--,78266,--,82555,--,76134,--,73160,--,74370,--,53691,--,55665,--,45858,--,41082,--,42002,--,42606,--,44336,--,41051,41866,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,
固定资产(万元),--,78189,75516,76877,77897,76141,76303,78266,80246,82555,74704,76134,75408,73160,72769,74370,73560,53691,54089,55621,44528,45858,46912,41082,41726,42002,41949,42606,43133,44336,39809,41051,41866,39399,23410,
在建工程(万元),--,1687,5383,5244,5406,4796,6075,6037,5768,5101,2121,2001,1420,4009,849,786,2635,21904,19109,14085,22417,16956,8094,6931,4756,4082,23,25,15,122,5178,4779,3867,3017,18147,
工程物资(万元),--,0,--,1,1,1,1,1,1,1,1,1,4,8,139,0,4,205,212,1,4,0,0,4,4,3,0,0,330,330,330,330,330,--,2,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,19,0,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
无形资产(万元),7145,6370,6200,6236,6277,5747,5784,5822,6435,6476,6514,6555,5695,5591,5623,5656,5692,5727,5769,5799,5830,4811,4840,4005,1587,1601,1614,1627,1639,1651,1664,1677,1704,1712,1716,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
商誉(万元),24558,16485,17894,17894,17894,1695,1695,1695,1695,1695,1695,1695,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
长期待摊费用(万元),114,124,130,137,150,7,33,10,11,13,3,3,--,--,25,27,13,25,29,9,45,38,84,69,26,28,31,34,36,39,42,44,50,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1130,902,780,783,895,903,654,656,689,599,470,459,458,459,474,453,540,539,348,327,290,290,386,305,273,312,234,234,213,213,208,215,208,238,279,
其他非流动资产(万元),--,--,1,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
非流动资产合计(万元),118479,103757,105904,107174,108520,89291,90546,92488,94846,96441,85509,86848,82985,83226,79879,81291,82445,82090,90356,87842,79616,84454,60316,52396,48372,48027,43870,44526,45367,46691,47231,48097,48025,44367,43553,
资产总计(万元),403340,416980,425455,429477,443492,409269,353423,328445,329334,318286,284641,273417,267810,268701,254194,250497,232458,230081,227518,227534,228216,240233,250678,240379,237383,226347,221234,212183,216264,214669,150561,143843,149406,116233,106496,
短期借款(万元),500,300,300,300,1200,1200,1200,1200,1200,1230,1230,200,395,--,--,0,--,0,5,5,5,0,0,0,0,0,0,0,0,17590,28582,30582,31392,30006,34615,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,86458,--,102542,115469,91287,57027,62862,68344,64704,60559,58231,56679,57781,60989,48431,42389,37082,39036,36593,36290,38909,43642,40705,34330,29337,24204,24926,25610,7669,7707,11531,17140,7798,--,
应付账款(万元),--,49923,--,62332,63897,69009,67930,48885,50404,57746,54223,57353,56410,60836,46727,57439,44638,46915,46050,49548,45030,48775,52328,49228,53432,47529,48216,38634,44722,45284,44214,33549,40767,27830,25790,
预收账款(万元),1866,3086,4155,3680,4760,4224,4781,3191,3876,4053,5253,2092,3195,2943,2202,1803,2506,1965,2367,2078,2883,2078,2701,1214,1086,1851,942,1066,764,1166,950,885,736,325,423,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
应付职工薪酬(万元),1791,2308,2045,1175,1803,3604,1927,1510,2838,3385,1021,817,1396,1916,720,428,675,1324,912,801,842,1475,463,393,451,1250,580,537,522,502,502,457,533,427,349,
应交税费(万元),2161,4573,3404,3985,4747,7343,6279,5647,7860,7676,2946,1892,1939,1750,1008,1433,1139,1577,793,-615,-679,792,276,937,577,825,196,828,-114,-29,441,1383,-31,-669,1082,
应付利息(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,24,44,3,
应付股利(万元),--,--,--,--,--,--,--,4732,--,--,--,--,--,--,--,0,--,0,0,1680,0,0,3219,3219,0,0,0,0,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
