报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),189183,377316,192464,11971,23639,30684,29927,28687,28652,28713,21497,26889,26885,17908,26680,42335,30089,30832,18312,23138,29015,23281,28057,29150,29077,29612,35407,33219,28166,35699,43234,46660,48262,53952,63666,73743,12753,8892,5504,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
交易性金融资产(万元),118,248,209,216,221,192,237,232,232,--,--,--,--,--,--,--,--,--,--,--,63,114,101,15,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收票据(万元),736,558,611,5404,386,461,387,302,329,123,212,170,29,82,60,150,125,173,468,551,99,149,69,241,28,166,301,252,212,298,25,34,--,--,0,--,0,0,0,
应收账款(万元),65984,60411,59386,21052,19679,19099,22439,23201,18853,19020,19102,17776,22930,26606,23523,22442,22421,22225,24230,23229,20843,23592,24199,24944,22088,21158,21329,23707,23554,20760,15426,14763,14317,13490,11602,9994,7209,6832,6366,
预付款项(万元),5843,8735,8260,7984,5101,9786,4563,7751,7058,3018,2380,4431,1875,3284,2046,1651,1391,2058,3385,3484,2467,3695,4295,4846,3752,19468,13695,12782,9926,15243,9692,9304,5251,4382,7846,4376,1738,519,464,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收利息(万元),9847,--,182,--,--,--,--,--,--,--,--,--,--,--,--,216,216,--,--,--,--,--,--,--,--,--,0,--,--,--,--,427,322,--,0,--,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
其他应收款(万元),--,1367,1327,374,412,343,107,92,80,247,367,372,249,237,204,184,5600,12230,437,443,339,376,558,614,806,522,513,409,626,439,1009,643,709,378,327,619,344,24,31,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
存货(万元),42241,48729,50841,25663,24734,19409,18289,19489,18351,14452,13664,14393,15943,16026,17420,20527,19857,21095,26404,26605,21622,21854,24214,26415,24193,20609,19027,20062,17831,11521,11993,9444,7237,6670,5418,4598,3327,4450,4235,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
其他流动资产(万元),9097,7108,8077,4040,2352,1753,2136,5693,10443,16942,28964,13587,8949,17575,2551,10558,5900,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
流动资产合计(万元),324375,504472,321358,76704,76523,81727,78084,85447,83999,82514,86187,77618,76860,81717,72484,98063,85599,88614,73236,77449,74449,73061,81494,86226,79944,91535,90272,90430,80315,83961,81379,81275,76097,78872,88859,93330,25372,20717,16601,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
可供出售金融资产(万元),15505,8313,8313,8313,8313,4375,4375,4375,875,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,
长期股权投资(万元),3311,3281,3285,3275,3292,3298,3317,3304,3315,4225,3367,6610,6462,6261,6278,6287,6312,6421,6355,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
