报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
货币资金(万元),12627,10441,21243,1456,1477,1668,1028,633,530,1950,1147,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),12909,10502,7497,5611,4403,4234,1674,1428,746,1247,424,
应收账款(万元),9976,11719,11492,9116,9932,8251,11730,9945,11648,8916,8010,
预付款项(万元),147,134,270,212,45,228,94,61,218,214,332,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),19,24,27,82,104,143,176,125,155,209,198,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),3623,3663,3802,3331,3276,3328,3092,3471,3590,3015,2929,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),3519,6538,159,0,136,16,11,11,11,11,55,
流动资产合计(万元),42820,43020,44490,19809,19372,17868,17804,15674,16897,15561,13096,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,200,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,14214,--,13996,--,13490,--,--,12514,12259,9130,
累计折旧(万元),--,6533,--,6005,--,5263,--,--,3809,3328,2508,
固定资产净值(万元),--,7681,--,7990,--,8227,--,--,8705,8931,6621,
固定资产减值准备(万元),--,730,--,730,--,650,--,--,439,439,439,
固定资产(万元),8685,6951,6989,7261,6676,7577,8148,8160,8266,8493,6183,
在建工程(万元),273,793,261,139,1233,611,545,774,785,654,2220,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2520,2535,2549,2564,2594,2623,2652,2682,2711,2740,795,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),132,152,144,130,168,162,174,140,143,125,86,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),11611,10431,9943,10094,10671,10974,11519,11755,11906,12012,9483,
资产总计(万元),54431,53451,54434,29903,30043,28842,29323,27429,28803,27573,22579,
短期借款(万元),--,--,610,2530,540,500,2500,1100,4740,5150,3500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1836,1336,1455,679,2345,2430,1649,1217,1070,860,1200,
应付账款(万元),3476,4345,4293,3547,3174,2241,2994,3077,2879,2369,2376,
预收账款(万元),7,10,10,18,15,14,10,7,34,60,27,
