报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),53677,64937,56768,58810,62249,47499,48539,29198,28157,24909,25974,25782,17160,27628,20523,30437,25935,21956,22609,22217,35528,25193,19238,14762,8841,19460,17613,15169,10560,6866,12682,9115,10166,14615,15340,9937,10808,18273,17713,9099,10122,14673,16278,11510,12746,20155,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1239,1614,1145,986,821,--,0,--,--,1106,712,804,70,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,0,
应收票据(万元),--,--,656,764,1085,992,563,1100,1050,1184,2074,1455,362,362,1406,1760,396,255,1637,1710,13,--,--,625,--,960,1008,568,--,--,1617,1545,895,1372,1133,2416,1164,1030,137,377,497,904,383,114,271,650,
应收账款(万元),3466,1723,1777,3156,3282,1257,2029,1897,1721,2212,2702,3031,3026,1295,2026,3012,3102,1519,2794,2650,2246,1359,3318,2503,2834,524,1022,1348,3230,1958,6793,7184,5993,3345,5900,4590,5673,4804,7366,6471,5960,5776,7026,5988,5972,5560,
预付款项(万元),828,681,833,56,18,12,19,32,231,12,269,319,264,54,104,41,14,14,30,9,7,24,6,8,2,5,57,3,61,--,1449,1186,1032,525,862,975,1149,1447,983,1072,1430,1260,3994,4499,2391,2487,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,0,
