报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),96877,76914,70972,72809,52666,49817,30120,47345,106993,106208,94284,22262,6425,6977,5505,5929,6527,7857,12734,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,707,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),27098,33772,29490,22105,15437,21355,11829,15176,10403,11339,8058,7789,6482,8895,6335,5591,7095,6382,6051,
预付款项(万元),2393,1499,1545,1908,698,1087,1205,1760,769,458,2310,2547,1127,532,670,1183,570,651,166,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,24,9,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),7597,5229,4557,4821,22170,19080,19344,18571,2027,1653,1702,1775,1411,1213,1514,1418,1181,1001,2365,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),41047,42301,39474,38034,24098,27406,25150,22121,16489,17838,18342,15852,13239,16613,18150,17826,17148,14265,11397,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2086,8637,3148,4273,3594,2005,9900,5900,25,450,14151,70000,17000,10000,7000,2000,5000,--,--,
流动资产合计(万元),177099,169060,149185,143949,118686,120759,97548,110873,136705,137947,138846,120225,45684,44230,39175,33947,37521,30156,32712,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3500,3500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,15,15,15,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),9826,13834,13411,13988,38662,38523,37262,37844,147,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),8482,8606,7825,7935,8045,8156,8266,8376,8487,8597,8707,8818,8928,9039,9149,9259,9480,767,--,
固定资产原值(万元),--,33785,--,29822,--,29163,--,28603,--,28055,--,27721,--,27537,27515,27309,26672,--,--,
累计折旧(万元),--,12564,--,9541,--,8476,--,7433,--,6376,--,5564,--,4786,4407,4015,3226,--,--,
固定资产净值(万元),--,21221,--,20282,--,20687,--,21170,--,21678,--,22157,--,22751,23108,23295,23446,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),23290,21221,20418,20282,20383,20687,20900,21170,21258,21678,21960,22157,22361,22751,23108,23295,23446,13078,11200,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,41,--,--,--,--,--,12,68,1024,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),69496,70223,64595,64354,21889,21899,22503,21350,9648,9665,1814,1816,1853,1892,1900,1931,1317,1328,1311,
开发支出(万元),311,--,580,305,121,--,671,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),54666,54666,50722,50722,35731,35731,35038,10606,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),5587,6568,7865,7301,3048,2981,2804,2560,1533,1589,1519,1197,1267,1607,1672,1630,1899,2053,1858,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
