报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),21091,17164,10981,23131,22366,41071,21341,26481,21777,19893,24775,25879,32016,19654,18804,75275,22829,31853,32832,44346,46820,47572,53382,65530,66696,72380,81792,84609,87739,91607,100788,103674,3662,1731,4319,1765,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),129,78,54,54,53,50,44,43,44,45,103,66,76,59,59,48,46,115,72,55,281,364,253,65,199,284,49,58,60,57,58,55,83,99,49,165,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),4370,16592,6880,5950,15365,25578,5832,8764,5908,18721,6103,8322,5614,15717,4540,8502,4021,11222,6495,3517,936,2048,3906,3555,243,1380,3415,3427,790,3679,3419,797,300,422,594,0,
应收账款(万元),46325,26596,42548,53038,46648,38527,54054,58059,49541,39993,44907,39998,32049,25565,32790,37356,30421,16577,26799,27753,23337,14165,17735,19478,21304,17631,13601,16203,19986,13832,9970,12209,8708,6703,2576,4651,
预付款项(万元),12270,8211,5857,3740,5878,3223,2874,3167,4404,2800,3302,4154,3765,2286,3133,3549,3304,3256,4224,3905,3718,3281,12645,7832,12241,8959,6558,4888,6120,4528,2214,1426,1908,1436,2186,1473,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),3,25,213,148,109,29,38,91,62,68,63,286,220,541,207,16,119,20,18,10,39,27,302,467,582,440,633,235,548,256,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),728,507,936,958,675,614,782,1188,1020,830,950,671,742,1147,832,977,839,808,984,1136,629,533,682,669,749,376,576,2624,546,221,238,419,542,214,202,304,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
存货(万元),81669,75760,72779,69261,66056,56258,65869,58342,54451,47643,53140,46621,43857,44264,42987,36125,37599,35891,32755,31965,35223,38177,36721,36560,34587,30343,28309,26941,24309,20742,20220,21499,20211,19553,18268,12464,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),17147,16934,30312,19199,17095,11771,13673,11309,10136,16735,11600,12600,18100,28500,34000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),183732,161868,170560,175478,174245,177120,164507,167444,147342,146727,144943,138597,136438,137734,137353,161849,99179,99742,104179,112687,110983,106166,125625,134156,136601,131794,134933,138985,140099,134923,136906,140079,35413,30159,28194,20822,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
可供出售金融资产(万元),141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,101,101,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
投资性房地产(万元),6017,6063,--,--,--,--,--,--,--,--,--,89,90,91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,246424,--,250823,--,246645,--,169344,--,168410,--,154901,--,154459,--,130674,--,106713,--,73011,--,65423,--,60724,--,47583,--,39892,--,34010,--,33865,0,31925,23233,--,
累计折旧(万元),--,65532,--,58228,--,49877,--,44281,--,38412,--,34238,--,29458,--,25342,--,21811,--,18955,--,16839,--,16209,--,14233,--,12798,--,11628,--,10548,0,9264,6938,--,
固定资产净值(万元),--,180892,--,192595,--,196769,--,125063,--,129997,--,120663,--,125002,--,105332,--,84902,--,54056,--,48584,--,44515,--,33350,--,27094,--,22383,--,23316,0,22661,16295,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产(万元),193023,180892,188558,192595,192726,196769,122720,125063,128113,129997,118000,120663,122429,125002,103972,105332,87818,84902,82348,54056,47938,48584,43443,44515,40929,33350,29215,27094,27872,22383,22778,23316,22031,22661,16295,12606,
在建工程(万元),7881,17219,13044,10637,11504,9346,72605,68956,62053,54437,50482,43406,39508,31326,36497,27445,36224,27039,15249,38012,31988,19085,14396,8529,6921,8387,5781,6222,2816,6272,2615,542,1255,876,3755,1858,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2287,2071,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),12727,12830,12619,12712,12800,12894,13042,13065,13136,13229,12632,10844,10911,10974,10457,10526,10596,10275,10336,10397,10458,10519,9522,5050,5079,1271,1277,1284,1471,1481,1492,1284,1293,1302,1323,1356,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),--,--,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,10,16,21,26,31,52,73,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税资产(万元),1798,1614,1536,1527,1685,1708,1404,1457,1376,1398,1372,1298,1377,1297,739,712,880,624,549,525,427,307,316,323,328,279,240,279,310,253,230,256,239,224,140,57,
