报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),7822,12916,15010,18237,14225,13790,15792,17631,13046,6496,21887,29346,4171,4791,5604,4692,5171,3429,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,2240,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),282,9,54,170,--,71,57,81,183,24,--,--,22,16,62,138,--,--,
应收账款(万元),14953,14440,17777,14241,15081,15203,12698,13164,13605,14043,14197,10861,12918,10375,10906,10613,8858,5756,
预付款项(万元),495,419,445,307,454,436,1142,625,436,374,1021,598,456,166,366,180,154,167,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),16,65,67,54,4,4,--,--,--,95,--,--,--,--,--,--,--,38,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),246,136,218,86,83,43,96,74,93,40,150,112,124,54,55,66,25,85,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),10775,10779,10378,10234,10513,9210,9291,8345,8306,7409,7168,6809,6282,5880,5772,6297,5938,4809,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1629,1332,547,814,996,469,1372,1553,775,15502,863,881,834,640,340,411,223,396,
流动资产合计(万元),36218,40098,46736,44143,41356,39227,40448,41472,36445,43982,45286,48606,24806,21923,23104,22398,20368,14680,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,87299,--,78151,--,77479,--,68364,--,67819,--,63156,62040,61734,58035,57562,50637,39250,
累计折旧(万元),--,41279,--,37842,--,34753,--,31949,--,29279,--,26713,25458,24142,21603,19162,14601,10455,
固定资产净值(万元),--,46020,--,40309,--,42727,--,36416,--,38540,--,36443,36582,37592,36432,38400,36036,28794,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),45199,46020,44093,40309,41549,42727,38703,36416,37453,38540,35832,36443,36582,37592,36432,38400,36036,28794,
在建工程(万元),1423,1138,3729,7817,5855,2659,7488,9336,2315,1905,3826,3602,2635,2681,1305,847,13,350,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2421,2302,1187,1179,1185,1192,1199,1206,1212,1219,1227,1233,1240,1247,1261,1236,1265,1309,
开发支出(万元),1025,651,169,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),20409,20409,21685,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),187,191,122,118,123,123,99,99,99,104,87,86,96,91,95,98,91,84,
其他非流动资产(万元),227,576,607,1352,737,1579,330,400,1317,466,1430,435,845,300,875,--,--,--,
非流动资产合计(万元),70890,71287,71593,50774,49450,48280,47818,47457,42397,42234,42401,41801,41399,41910,39967,40581,37406,30537,
资产总计(万元),107108,111385,118328,94917,90806,87507,88267,88930,78841,86216,87686,90406,66205,63833,63071,62979,57775,45217,
短期借款(万元),10356,12602,19555,21406,17162,13821,14375,12542,4396,11154,12932,16991,17053,16936,15032,16634,11819,11387,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),4216,4081,3280,2552,3787,3605,4441,5339,5177,5760,5873,4755,6320,4949,6672,4897,7555,5456,
预收账款(万元),121,12,8,5,--,60,2,4,14,2,18,20,17,18,22,4,18,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),432,504,480,412,438,444,419,407,389,416,426,440,392,359,321,306,221,173,
应交税费(万元),75,191,35,82,36,100,140,178,130,233,243,319,244,388,310,342,364,437,
应付利息(万元),18,9,24,30,5,7,5,28,--,41,7,10,30,--,--,44,--,--,
应付股利(万元),--,--,--,757,--,--,--,1178,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),282,279,26392,1632,708,744,1256,1519,238,123,104,644,1171,2536,665,599,133,667,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),95,238,498,558,--,--,213,420,618,808,--,--,--,--,3725,5600,322,--,
其他流动负债(万元),11485,14000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),27081,31916,50272,27435,22137,18781,20852,21615,10961,18538,19604,23179,25228,25187,26747,28427,20432,18120,
长期借款(万元),--,0,--,206,1044,1298,1494,1720,1934,2141,3298,3626,3458,2015,2361,2988,11008,5752,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),675,690,--,462,475,488,361,345,--,362,321,329,336,344,--,375,405,--,
递延所得税负债(万元),461,411,151,151,151,151,82,82,82,82,--,--,--,--,--,--,--,--,
其他非流动负债(万元),10000,10000,709,--,--,--,--,--,353,--,--,--,--,--,359,--,--,435,
非流动负债合计(万元),11136,11101,861,820,1670,1937,1936,2147,2369,2585,3619,3955,3794,2359,2720,3363,11413,6187,
负债合计(万元),38217,43017,51132,28254,23807,20717,22788,23762,13330,21123,23222,27134,29022,27546,29467,31790,31844,24307,
实收资本(或股本)(万元),16827,16827,16827,16827,16827,16827,16827,16827,16827,16827,16827,16827,12619,12619,12619,12619,12619,12619,
资本公积(万元),25689,25689,25689,25689,25689,25689,25689,25689,25689,25689,25689,25689,5228,5228,5228,5228,5228,5228,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2911,2777,2637,2637,2637,2637,2365,2365,2365,2365,1957,1957,1957,1957,1458,1458,933,446,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),23464,23075,22042,21509,21845,21636,20597,20286,20629,20211,19990,18798,17378,16482,14299,11884,7150,2617,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),68891,68368,67196,66663,66999,66790,65479,65168,65511,65093,64464,63272,37183,36287,33604,31189,25930,20910,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),68891,68368,67196,66663,66999,66790,65479,65168,65511,65093,64464,63272,37183,36287,33604,31189,25930,20910,
负债和所有者权益(或股东权益)总计(万元),107108,111385,118328,94917,90806,87507,88267,88930,78841,86216,87686,90406,66205,63833,63071,62979,57775,45217,		
  
