报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),70539,78043,71898,66041,35757,63618,60917,44460,49475,51538,48941,49744,57109,24243,19465,17298,20755,26021,21627,19274,22695,21334,21152,21673,21246,26015,25615,29446,31203,35656,38616,38185,40840,41385,41224,4521,3393,1744,366,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收票据(万元),1493,3970,3548,1566,1204,1790,969,516,899,889,821,1109,1568,2122,825,298,422,537,402,601,628,518,617,642,307,464,299,485,333,133,77,121,80,82,65,51,31,15,0,
应收账款(万元),50038,49743,45920,44364,42163,39540,36538,34288,32900,27622,27674,25777,22651,21393,15563,15521,13389,12356,11591,11479,11969,11440,12432,13296,12280,11020,8439,6609,5804,4896,4325,2080,1923,2142,2330,1679,1995,904,320,
预付款项(万元),4828,5158,5841,5521,5273,3566,3897,2833,5503,2745,3690,4554,4416,1459,1416,1581,1505,1416,2582,3496,2512,3140,3591,5500,6507,4603,7492,3401,3754,3329,3206,3255,697,342,319,668,369,157,120,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收利息(万元),--,--,--,7,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,181,181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应收款(万元),6338,6038,7476,7889,7664,6707,13101,12817,13791,11605,16404,15644,19579,1362,743,764,782,955,1006,1059,540,561,863,485,839,477,626,511,444,282,240,258,371,282,292,261,48,129,149,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
存货(万元),40099,34311,37890,34644,30492,25692,23973,22200,19747,17699,20043,19665,20755,17928,7941,7437,7126,6901,6757,6711,6679,6863,6615,4812,4992,5619,4245,4643,4271,3674,3159,3233,2765,2620,3080,2740,2238,1299,770,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动资产(万元),53748,17850,16624,28775,23472,23614,12201,24306,10904,11910,--,3758,--,78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,0,--,0,0,0,0,0,0,
流动资产合计(万元),227382,195413,189195,188807,146025,164531,151597,141418,133400,124191,117573,120251,126078,68585,45954,42900,43978,48187,43964,42619,45023,43855,45271,46407,46171,48198,46715,45093,45811,47970,49624,47132,46675,46853,47310,9920,8074,4248,1724,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
可供出售金融资产(万元),3760,3660,5177,5177,5177,5120,7060,6060,6060,6060,5060,2060,2020,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应收款(万元),110,110,110,110,110,457,440,440,800,800,770,803,1133,1099,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期股权投资(万元),8419,8483,7889,7855,7868,7978,4934,5225,5654,5349,6324,3325,3032,168,207,219,571,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
