报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),11210,29106,20345,20390,11861,9582,11640,6270,7427,4204,17108,7395,11957,20186,30909,37667,12469,16007,9587,15130,17114,13480,12096,7833,9546,15387,15588,8264,11672,13535,6220,11629,9282,11377,11948,10561,15526,15718,18714,10186,18438,21791,2704,808,1386,4046,3816,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,19,10,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
应收票据(万元),1638,1951,2128,743,584,1512,683,1068,543,802,407,229,916,425,1057,1991,167,666,263,515,79,399,88,139,416,430,228,51,66,223,105,62,114,34,84,15,--,50,60,0,--,155,108,--,0,0,0,
应收账款(万元),29411,30549,29337,22178,25655,24626,19648,19932,16308,20699,22687,22829,21465,24875,16811,16815,16264,16786,17445,18030,17940,18581,14170,16746,14570,14525,13201,11995,10439,10931,10287,9814,8437,8933,8066,8504,8671,9033,10764,11794,9956,10400,9587,10663,8371,7734,6332,
预付款项(万元),3946,1916,3479,3100,3811,2342,5260,4514,8612,4847,4318,6098,18594,9328,10592,10752,13290,8303,11628,5962,5501,5092,6698,6903,7637,6096,7158,8182,11256,5852,6593,6648,7139,2214,3784,3316,3258,2206,2891,2765,2461,1506,1748,1367,1010,888,1423,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
应收利息(万元),--,--,--,--,241,254,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
其他应收款(万元),1002,588,1984,2022,1462,436,1687,1644,1312,754,1788,1908,1116,1090,2637,3012,3070,2733,3989,5175,6327,4986,4449,4961,5153,4880,1544,1613,1714,1011,1439,1411,1577,693,1213,1091,1195,917,1396,1502,1050,771,707,478,459,310,2478,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
存货(万元),22921,22264,26570,28389,30253,26611,30377,28893,26493,20277,17573,16560,17482,14638,17306,16096,15985,17747,15484,14994,14986,14077,16317,14242,13497,12414,19795,18892,17823,15752,9364,8901,8703,6986,7457,7072,7313,7167,6893,6547,5991,5522,5776,5060,5458,4452,3620,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
其他流动资产(万元),3242,3653,3804,4068,4278,3976,4331,4392,4387,3788,2735,1144,334,116,820,630,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
流动资产合计(万元),73371,90026,87648,80890,78145,69339,73626,66713,65082,55370,66615,56164,71864,70658,80133,86962,61244,62243,58396,59805,61947,56615,53819,50825,50819,53731,57514,48998,52969,47303,34007,38465,35252,30236,32552,30559,35964,35091,40717,32794,37895,40146,20629,18375,16683,17449,17679,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
可供出售金融资产(万元),4792,4792,5792,5792,5792,5792,2292,2292,2292,2292,2292,2292,2292,1720,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,--,0,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
长期应收款(万元),34,34,834,834,5757,5757,5600,5600,5600,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
长期股权投资(万元),11160,11162,4952,4948,5105,5112,8521,7520,4973,5318,5101,3987,3915,4188,5705,5355,4939,5209,4620,4620,2300,1300,1300,1300,1300,1300,1300,1300,1300,1300,6921,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,0,
投资性房地产(万元),1609,1642,1705,1671,1702,1734,1766,1797,1829,1861,1892,1917,1949,1981,2013,2045,1859,1886,464,474,476,486,606,617,629,641,653,664,676,688,700,820,834,848,859,873,889,900,795,807,819,830,827,839,862,0,0,
固定资产原值(万元),--,182781,--,167044,--,165753,--,173017,--,163719,--,92001,--,91323,--,72881,--,72991,--,75555,--,73724,--,70316,--,68744,--,64860,--,61676,--,55775,--,55874,--,41740,--,41514,--,38161,--,36804,--,25712,18696,--,--,
