报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),122749,166552,100361,104750,103756,153024,182137,148951,167960,224166,40320,30335,42389,61618,44917,49759,50400,41802,44382,54006,57929,61515,57260,60364,67288,77317,79665,90572,94482,96908,4570,4192,6854,2789,1453,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,314,286,273,269,268,263,290,323,231,425,506,505,221,190,177,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),4602,1925,5430,3764,2722,4942,1162,3811,6835,880,1367,1446,4897,3217,4245,3144,2843,1069,2405,3534,1615,1570,590,38,--,354,68,100,--,--,27,99,0,71,0,
应收账款(万元),410881,402487,302706,323543,304143,287424,215318,236018,195860,194645,140874,135263,112604,113837,98038,94642,80227,52833,53424,50955,37064,33447,24580,25250,17639,14072,12856,9857,7392,3664,6036,7059,4877,2400,1433,
预付款项(万元),67035,44331,66621,53405,67543,51270,61031,52975,36898,28498,31956,37002,24306,17722,24853,34933,47256,25161,41967,35081,32810,24360,24707,26305,27213,22935,22235,18366,10662,9569,12736,9685,6857,2659,18,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
