报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),32902,13957,24377,17466,19908,14242,13108,12996,14893,11784,8856,9056,33491,12503,14342,12929,16382,13657,16474,16187,20863,18521,21828,22130,25594,24694,35464,5982,4958,3965,4666,4006,1588,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),999,1499,1131,1499,1583,1794,1678,1150,1170,1404,1256,1460,1246,855,589,420,543,413,--,--,--,--,--,--,--,--,--,--,0,--,0,0,70,
应收账款(万元),8555,12943,11840,11081,9756,12558,11225,10008,8895,11366,11025,10546,9172,11054,9469,9908,8645,10178,9849,9399,7916,9745,8899,8770,7365,8379,7585,6619,5437,6161,5704,5439,6090,
预付款项(万元),2184,2452,2344,2645,1698,2632,3105,3022,2006,1685,1956,2069,1726,2164,2406,1825,1300,1208,1802,1865,1093,1483,1644,2053,1425,2919,1289,1205,781,1466,1161,776,1399,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),522,--,394,356,317,282,241,201,162,120,75,36,6,119,62,45,37,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收股利(万元),211,--,345,374,--,--,222,252,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他应收款(万元),--,1278,717,709,535,471,452,424,412,226,210,146,162,176,237,134,164,98,108,186,238,321,317,445,360,325,336,572,443,392,269,197,205,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),23414,21917,19953,18313,18237,18765,18191,17641,17428,17824,17633,17833,17797,18371,17658,16693,16315,16249,16371,14963,14250,13245,11983,11345,11135,10935,10517,10025,9466,9212,8095,6224,6063,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他流动资产(万元),2539,15661,4636,17195,18087,18744,19295,21870,22051,20166,22235,22057,134,252,33,191,267,46,3,6,12,26,3,4,7,38,11,20,7,2,37,1,1,
流动资产合计(万元),72057,69707,65736,69638,70120,69487,67517,67563,67016,64575,63246,63203,63734,45494,44798,42146,43652,41848,44606,42606,44372,43341,44673,44746,45886,47289,55202,24422,21091,21198,19932,16643,15416,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2175,2175,2175,2115,2130,2130,2130,2076,1422,1369,1230,979,745,553,255,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期股权投资(万元),10626,9531,8400,2274,531,511,587,587,607,1001,729,759,602,95,30,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),31414,--,29030,--,28710,--,28371,--,28188,--,28465,--,28114,--,27381,--,26527,--,25205,--,24871,--,23760,--,15134,--,10921,--,10527,10408,9865,--,--,
累计折旧(万元),12946,--,11978,--,11150,--,10586,--,9876,--,9296,--,8505,--,7666,--,6877,--,6083,--,5381,--,4706,--,4241,--,3839,--,3500,3136,2771,--,--,
固定资产净值(万元),18467,--,17052,--,17560,--,17785,--,18312,--,19168,--,19609,--,19715,--,19650,--,19122,--,19491,--,19054,--,10893,--,7081,--,7027,7272,7094,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
