报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),11620,13279,20735,26037,9543,11000,16041,12671,13678,12030,11591,8291,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),811,891,720,631,432,351,440,358,388,147,227,90,
应收账款(万元),11712,11761,9705,10430,12231,10114,7284,10362,7297,8657,10229,6784,
预付款项(万元),2845,2964,2487,1867,2235,2322,2401,1705,2534,1622,1431,1981,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,5,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),884,794,938,770,1475,1259,1135,944,834,502,726,924,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6789,6414,6555,4123,5396,5029,3203,4162,3794,3901,4184,2756,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),12180,10268,4409,1125,1457,1573,1188,234,287,83,34,18,
流动资产合计(万元),46841,46375,45549,44982,32769,31704,31693,30436,28812,26944,28423,20843,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,56,57,56,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,11477,--,10410,--,10250,9638,--,--,--,--,--,
累计折旧(万元),--,6600,--,5851,--,5409,5082,--,--,--,--,--,
固定资产净值(万元),--,4878,--,4558,--,4841,4555,--,--,--,--,--,
固定资产减值准备(万元),--,108,--,108,--,108,108,--,--,--,--,--,
固定资产(万元),4304,4770,4550,4450,4417,4733,4447,5074,5304,4827,4070,2292,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),100,107,115,125,124,134,94,101,98,39,37,11,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),73,86,90,100,101,96,89,112,131,33,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),52,52,44,44,37,42,37,40,21,20,20,20,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),4530,5015,4799,4719,4679,5005,4724,5384,5610,4919,4127,2323,
资产总计(万元),51371,51390,50349,49702,37448,36709,36416,35820,34423,31863,32550,23167,
短期借款(万元),10,10,--,--,--,10,--,--,--,--,--,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),5248,5682,5014,4568,3769,4323,2459,3880,2885,3322,5998,4259,
预收账款(万元),2399,2369,2760,2260,1970,1648,3762,2388,3314,2122,2197,2299,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),93,85,75,19,57,46,9,37,6,6,22,69,
应交税费(万元),160,204,71,223,128,257,183,820,630,190,578,203,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),486,770,108,83,137,95,68,122,66,52,171,240,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),6,5,5,--,--,--,--,--,--,--,9,1,
流动负债合计(万元),8402,9125,8033,7154,6060,6379,6480,7247,6901,5693,8974,7570,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),25,25,25,25,25,25,25,25,75,50,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,150,150,
非流动负债合计(万元),25,25,25,25,25,25,25,25,75,50,150,150,
负债合计(万元),8427,9150,8058,7179,6085,6404,6505,7272,6976,5743,9124,7720,
实收资本(或股本)(万元),11334,11334,11334,11334,8500,8500,8500,8500,8500,8500,8500,6900,
资本公积(万元),12471,12471,12471,12471,4937,4937,4937,4937,4937,4937,4937,1817,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1896,1896,1896,1896,1592,1592,1592,1307,1307,1200,972,725,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),16786,16172,16368,16615,16138,15090,14693,13593,12473,11483,9016,6004,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),42486,41873,42069,42316,31167,30119,29722,28337,27217,26120,23426,15447,
少数股东权益(万元),458,367,221,207,196,186,189,210,229,--,--,--,
所有者权益(或股东权益)合计(万元),42944,42240,42290,42523,31363,30305,29911,28548,27446,26120,23426,15447,
负债和所有者权益(或股东权益)总计(万元),51371,51390,50349,49702,37448,36709,36416,35820,34423,31863,32550,23167,		
  
