报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),37827,45770,52016,95289,158863,23971,42815,43677,33850,33020,88763,29519,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),129,35,85,82,108,28,59,97,20,--,--,--,
应收账款(万元),33270,31901,27938,28436,23720,21788,17049,12728,10569,5400,5588,7241,
预付款项(万元),12240,12420,20306,16144,11613,13229,13830,12417,68895,63217,5013,18326,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),7120,7953,6789,6097,6936,5417,4289,4320,3583,2769,3648,28120,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),49378,48759,48459,42520,48096,39205,42061,35071,28906,25249,23943,17844,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),29223,24660,20390,19420,17414,25805,15700,23249,7266,544,420,257,
流动资产合计(万元),169188,171497,175983,207989,266729,129443,135803,131559,153089,130199,127376,101307,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1669,1669,1469,1469,1500,1500,1500,1500,1000,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),26393,25486,26268,25748,23989,23980,23931,22697,16910,13491,8399,6814,
长期股权投资(万元),5501,5310,3597,2960,1722,-1932,1309,999,543,455,696,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,569591,--,557945,--,--,501669,496139,447297,409820,--,331401,
累计折旧(万元),--,255596,--,239365,--,--,218154,212340,188862,168088,--,128612,
固定资产净值(万元),--,313996,--,318580,--,--,283514,283799,258435,241732,--,202789,
固定资产减值准备(万元),--,26,--,26,--,--,26,26,27,27,--,24,
固定资产(万元),316821,313970,313187,318554,286343,285125,283488,283773,258408,241704,224089,202765,
在建工程(万元),68864,60402,47195,34117,45175,39609,46475,34274,24889,24252,28098,21119,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),3,0,1,--,22,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),29157,29478,29573,26106,26301,25745,3588,3650,3419,3790,3057,2839,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),79,79,79,79,79,79,79,79,79,79,--,--,
长期待摊费用(万元),61342,60076,59585,58756,55196,54195,51624,49402,35943,21418,16849,18699,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),30,30,1,13,1,1,2,1,0,0,--,--,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,20,201,417,
非流动资产合计(万元),509858,496500,480954,467801,440322,428302,411996,396373,341190,305209,281389,252654,
资产总计(万元),679046,667997,656937,675789,707051,557746,547800,527932,494280,435408,408765,353961,
短期借款(万元),39600,41000,41000,40600,50300,56100,55600,55000,20000,--,17000,24000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
