报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),13547,10581,11831,10830,10441,10113,14048,15209,5054,5152,3571,2580,2616,3994,4346,4061,4248,5647,5901,5693,5179,5623,3629,4430,4975,5713,5404,5293,5349,4508,5486,6968,8381,7973,5679,4103,3679,3268,2858,2788,3612,6174,7417,6533,4164,5542,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
应收票据(万元),1,--,10,--,--,--,--,17,10,12,13,37,119,40,87,23,44,34,44,36,71,--,31,12,35,5,217,425,--,--,38,20,--,17,13,20,29,--,10,10,0,0,--,25,6,6,
应收账款(万元),1686,946,411,165,130,171,149,137,105,173,161,190,216,274,197,280,339,376,355,452,589,813,658,621,536,454,422,567,666,430,742,913,493,686,757,792,548,500,644,739,651,723,767,673,1522,1604,
预付款项(万元),1113,467,920,769,758,38,425,242,401,199,460,439,1467,450,2021,1346,332,158,1719,1467,1775,1673,896,384,314,157,278,197,145,298,1541,447,82,56,142,204,388,217,93,110,138,107,236,375,873,855,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
其他应收款(万元),1121,1065,1066,1065,1052,2413,1366,1463,1576,1646,1841,1721,2469,1864,1690,2209,2118,2694,1747,817,236,282,1810,1152,1008,456,348,249,317,404,-407,164,110,713,360,676,1009,1012,2115,2144,2169,1968,2107,2460,4749,4675,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
存货(万元),1249,1484,1173,1259,1143,689,14792,21706,26134,24958,22123,21845,19411,19411,12463,12131,10855,8185,6137,5465,4614,4917,5739,5052,4249,4189,3831,3910,3966,4310,4502,7329,5889,6717,4434,4203,3740,4472,3216,3453,3359,3156,3127,2639,2445,2299,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
其他流动资产(万元),--,--,1,--,--,--,413,594,694,514,428,431,374,374,333,333,333,333,--,--,--,--,--,0,--,--,--,--,--,--,3,8,--,0,0,0,--,--,1,--,0,0,--,--,8,0,
流动资产合计(万元),18718,14543,15411,14087,13523,13423,31194,39368,33975,32653,28597,27242,26672,26407,21137,20384,18268,17426,15903,13930,12463,13308,12763,11652,11116,10974,10501,10641,10442,9950,11905,15849,14954,16162,11385,9998,9392,9468,8938,9245,9930,12128,13654,12705,13768,14980,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
可供出售金融资产(万元),--,--,2925,2925,2925,2925,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,--,0,0,--,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
长期股权投资(万元),6188,6137,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2425,2432,2432,2427,2428,2436,2427,2428,2421,2412,2412,2408,2407,2408,2408,2400,2400,2400,0,--,--,--,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,0,0,--,--,--,0,
投资性房地产(万元),10,10,10,10,10,10,10,10,10,10,10,12,18,23,29,34,40,45,50,56,61,67,72,78,83,89,94,100,105,110,116,121,127,132,138,143,150,154,159,165,176,176,--,--,--,198,
固定资产原值(万元),--,7514,--,7381,--,7556,--,7985,--,7924,--,7941,--,7644,--,7735,--,7707,--,7687,--,7723,--,6800,--,6610,--,5067,--,4954,--,4987,--,4970,0,5391,--,5383,--,5293,--,5206,--,5461,--,5238,
累计折旧(万元),--,4246,--,4060,--,4063,--,4201,--,4000,--,3916,--,3716,--,3660,--,3453,--,3246,--,3071,--,3060,--,2948,--,2673,--,2518,--,2463,--,2318,0,2617,--,2498,--,2342,--,2164,--,2250,--,2045,
